DateID,Day,DayOfWeekNo,DayOfWeek,DayOfYear,WeekNo,MonthNo,Month,QtrNo,Quarter,Year,Mon
20321006,6,4,Wednesday,280,41,10,October,4,Q4,2032,Oct
20321007,7,5,Thursday,281,41,10,October,4,Q4,2032,Oct
20321008,8,6,Friday,282,41,10,October,4,Q4,2032,Oct
20321009,9,7,Saturday,283,41,10,October,4,Q4,2032,Oct
20331002,2,1,Sunday,275,41,10,October,4,Q4,2033,Oct
20331003,3,2,Monday,276,41,10,October,4,Q4,2033,Oct
20331004,4,3,Tuesday,277,41,10,October,4,Q4,2033,Oct
20331005,5,4,Wednesday,278,41,10,October,4,Q4,2033,Oct
20331006,6,5,Thursday,279,41,10,October,4,Q4,2033,Oct
20331007,7,6,Friday,280,41,10,October,4,Q4,2033,Oct
20331008,8,7,Saturday,281,41,10,October,4,Q4,2033,Oct
20341008,8,1,Sunday,281,41,10,October,4,Q4,2034,Oct
20341009,9,2,Monday,282,41,10,October,4,Q4,2034,Oct
20341010,10,3,Tuesday,283,41,10,October,4,Q4,2034,Oct
20341011,11,4,Wednesday,284,41,10,October,4,Q4,2034,Oct
20341012,12,5,Thursday,285,41,10,October,4,Q4,2034,Oct
20341013,13,6,Friday,286,41,10,October,4,Q4,2034,Oct
20341014,14,7,Saturday,287,41,10,October,4,Q4,2034,Oct
20351007,7,1,Sunday,280,41,10,October,4,Q4,2035,Oct
20351008,8,2,Monday,281,41,10,October,4,Q4,2035,Oct
20351009,9,3,Tuesday,282,41,10,October,4,Q4,2035,Oct
20351010,10,4,Wednesday,283,41,10,October,4,Q4,2035,Oct
20351011,11,5,Thursday,284,41,10,October,4,Q4,2035,Oct
20351012,12,6,Friday,285,41,10,October,4,Q4,2035,Oct
20351013,13,7,Saturday,286,41,10,October,4,Q4,2035,Oct
20361005,5,1,Sunday,279,41,10,October,4,Q4,2036,Oct
20361006,6,2,Monday,280,41,10,October,4,Q4,2036,Oct
20361007,7,3,Tuesday,281,41,10,October,4,Q4,2036,Oct
20361008,8,4,Wednesday,282,41,10,October,4,Q4,2036,Oct
20361009,9,5,Thursday,283,41,10,October,4,Q4,2036,Oct
20361010,10,6,Friday,284,41,10,October,4,Q4,2036,Oct
20361011,11,7,Saturday,285,41,10,October,4,Q4,2036,Oct
20371004,4,1,Sunday,277,41,10,October,4,Q4,2037,Oct
20371005,5,2,Monday,278,41,10,October,4,Q4,2037,Oct
20371006,6,3,Tuesday,279,41,10,October,4,Q4,2037,Oct
20371007,7,4,Wednesday,280,41,10,October,4,Q4,2037,Oct
20371008,8,5,Thursday,281,41,10,October,4,Q4,2037,Oct
20371009,9,6,Friday,282,41,10,October,4,Q4,2037,Oct
20371010,10,7,Saturday,283,41,10,October,4,Q4,2037,Oct
20381003,3,1,Sunday,276,41,10,October,4,Q4,2038,Oct
20381004,4,2,Monday,277,41,10,October,4,Q4,2038,Oct
20381005,5,3,Tuesday,278,41,10,October,4,Q4,2038,Oct
20381006,6,4,Wednesday,279,41,10,October,4,Q4,2038,Oct
20381007,7,5,Thursday,280,41,10,October,4,Q4,2038,Oct
20381008,8,6,Friday,281,41,10,October,4,Q4,2038,Oct
20381009,9,7,Saturday,282,41,10,October,4,Q4,2038,Oct
20391002,2,1,Sunday,275,41,10,October,4,Q4,2039,Oct
20391003,3,2,Monday,276,41,10,October,4,Q4,2039,Oct
20391004,4,3,Tuesday,277,41,10,October,4,Q4,2039,Oct
20391005,5,4,Wednesday,278,41,10,October,4,Q4,2039,Oct
20391006,6,5,Thursday,279,41,10,October,4,Q4,2039,Oct
20391007,7,6,Friday,280,41,10,October,4,Q4,2039,Oct
20391008,8,7,Saturday,281,41,10,October,4,Q4,2039,Oct
20401007,7,1,Sunday,281,41,10,October,4,Q4,2040,Oct
20401008,8,2,Monday,282,41,10,October,4,Q4,2040,Oct
20401009,9,3,Tuesday,283,41,10,October,4,Q4,2040,Oct
20401010,10,4,Wednesday,284,41,10,October,4,Q4,2040,Oct
20401011,11,5,Thursday,285,41,10,October,4,Q4,2040,Oct
20401012,12,6,Friday,286,41,10,October,4,Q4,2040,Oct
20401013,13,7,Saturday,287,41,10,October,4,Q4,2040,Oct
20411006,6,1,Sunday,279,41,10,October,4,Q4,2041,Oct
20411007,7,2,Monday,280,41,10,October,4,Q4,2041,Oct
20411008,8,3,Tuesday,281,41,10,October,4,Q4,2041,Oct
20411009,9,4,Wednesday,282,41,10,October,4,Q4,2041,Oct
20411010,10,5,Thursday,283,41,10,October,4,Q4,2041,Oct
20411011,11,6,Friday,284,41,10,October,4,Q4,2041,Oct
20411012,12,7,Saturday,285,41,10,October,4,Q4,2041,Oct
20421005,5,1,Sunday,278,41,10,October,4,Q4,2042,Oct
20421006,6,2,Monday,279,41,10,October,4,Q4,2042,Oct
20421007,7,3,Tuesday,280,41,10,October,4,Q4,2042,Oct
20421008,8,4,Wednesday,281,41,10,October,4,Q4,2042,Oct
20421009,9,5,Thursday,282,41,10,October,4,Q4,2042,Oct
20421010,10,6,Friday,283,41,10,October,4,Q4,2042,Oct
20421011,11,7,Saturday,284,41,10,October,4,Q4,2042,Oct
20431004,4,1,Sunday,277,41,10,October,4,Q4,2043,Oct
20431005,5,2,Monday,278,41,10,October,4,Q4,2043,Oct
20431006,6,3,Tuesday,279,41,10,October,4,Q4,2043,Oct
20431007,7,4,Wednesday,280,41,10,October,4,Q4,2043,Oct
20431008,8,5,Thursday,281,41,10,October,4,Q4,2043,Oct
20431009,9,6,Friday,282,41,10,October,4,Q4,2043,Oct
20431010,10,7,Saturday,283,41,10,October,4,Q4,2043,Oct
20441002,2,1,Sunday,276,41,10,October,4,Q4,2044,Oct
20441003,3,2,Monday,277,41,10,October,4,Q4,2044,Oct
20441004,4,3,Tuesday,278,41,10,October,4,Q4,2044,Oct
20441005,5,4,Wednesday,279,41,10,October,4,Q4,2044,Oct
20441006,6,5,Thursday,280,41,10,October,4,Q4,2044,Oct
20441007,7,6,Friday,281,41,10,October,4,Q4,2044,Oct
20441008,8,7,Saturday,282,41,10,October,4,Q4,2044,Oct
20451008,8,1,Sunday,281,41,10,October,4,Q4,2045,Oct
20451009,9,2,Monday,282,41,10,October,4,Q4,2045,Oct
20451010,10,3,Tuesday,283,41,10,October,4,Q4,2045,Oct
20451011,11,4,Wednesday,284,41,10,October,4,Q4,2045,Oct
20451012,12,5,Thursday,285,41,10,October,4,Q4,2045,Oct
20451013,13,6,Friday,286,41,10,October,4,Q4,2045,Oct
20451014,14,7,Saturday,287,41,10,October,4,Q4,2045,Oct
20461007,7,1,Sunday,280,41,10,October,4,Q4,2046,Oct
20461008,8,2,Monday,281,41,10,October,4,Q4,2046,Oct
20461009,9,3,Tuesday,282,41,10,October,4,Q4,2046,Oct
20461010,10,4,Wednesday,283,41,10,October,4,Q4,2046,Oct
20461011,11,5,Thursday,284,41,10,October,4,Q4,2046,Oct
20461012,12,6,Friday,285,41,10,October,4,Q4,2046,Oct
20461013,13,7,Saturday,286,41,10,October,4,Q4,2046,Oct
20471006,6,1,Sunday,279,41,10,October,4,Q4,2047,Oct
20471007,7,2,Monday,280,41,10,October,4,Q4,2047,Oct
20471008,8,3,Tuesday,281,41,10,October,4,Q4,2047,Oct
20471009,9,4,Wednesday,282,41,10,October,4,Q4,2047,Oct
20471010,10,5,Thursday,283,41,10,October,4,Q4,2047,Oct
20471011,11,6,Friday,284,41,10,October,4,Q4,2047,Oct
20471012,12,7,Saturday,285,41,10,October,4,Q4,2047,Oct
20481004,4,1,Sunday,278,41,10,October,4,Q4,2048,Oct
20481005,5,2,Monday,279,41,10,October,4,Q4,2048,Oct
20481006,6,3,Tuesday,280,41,10,October,4,Q4,2048,Oct
20481007,7,4,Wednesday,281,41,10,October,4,Q4,2048,Oct
20481008,8,5,Thursday,282,41,10,October,4,Q4,2048,Oct
20481009,9,6,Friday,283,41,10,October,4,Q4,2048,Oct
20481010,10,7,Saturday,284,41,10,October,4,Q4,2048,Oct
20491003,3,1,Sunday,276,41,10,October,4,Q4,2049,Oct
20491004,4,2,Monday,277,41,10,October,4,Q4,2049,Oct
20491005,5,3,Tuesday,278,41,10,October,4,Q4,2049,Oct
20491006,6,4,Wednesday,279,41,10,October,4,Q4,2049,Oct
20491007,7,5,Thursday,280,41,10,October,4,Q4,2049,Oct
20491008,8,6,Friday,281,41,10,October,4,Q4,2049,Oct
20491009,9,7,Saturday,282,41,10,October,4,Q4,2049,Oct
20061015,15,1,Sunday,288,42,10,October,4,Q4,2006,Oct
20061016,16,2,Monday,289,42,10,October,4,Q4,2006,Oct
20061017,17,3,Tuesday,290,42,10,October,4,Q4,2006,Oct
20061018,18,4,Wednesday,291,42,10,October,4,Q4,2006,Oct
20061019,19,5,Thursday,292,42,10,October,4,Q4,2006,Oct
20061020,20,6,Friday,293,42,10,October,4,Q4,2006,Oct
20061021,21,7,Saturday,294,42,10,October,4,Q4,2006,Oct
20071014,14,1,Sunday,287,42,10,October,4,Q4,2007,Oct
20071015,15,2,Monday,288,42,10,October,4,Q4,2007,Oct
20071016,16,3,Tuesday,289,42,10,October,4,Q4,2007,Oct
20071017,17,4,Wednesday,290,42,10,October,4,Q4,2007,Oct
20071018,18,5,Thursday,291,42,10,October,4,Q4,2007,Oct
20071019,19,6,Friday,292,42,10,October,4,Q4,2007,Oct
20071020,20,7,Saturday,293,42,10,October,4,Q4,2007,Oct
20081012,12,1,Sunday,286,42,10,October,4,Q4,2008,Oct
20081013,13,2,Monday,287,42,10,October,4,Q4,2008,Oct
20081014,14,3,Tuesday,288,42,10,October,4,Q4,2008,Oct
20081015,15,4,Wednesday,289,42,10,October,4,Q4,2008,Oct
20081016,16,5,Thursday,290,42,10,October,4,Q4,2008,Oct
20081017,17,6,Friday,291,42,10,October,4,Q4,2008,Oct
20081018,18,7,Saturday,292,42,10,October,4,Q4,2008,Oct
20091011,11,1,Sunday,284,42,10,October,4,Q4,2009,Oct
20091012,12,2,Monday,285,42,10,October,4,Q4,2009,Oct
20091013,13,3,Tuesday,286,42,10,October,4,Q4,2009,Oct
20091014,14,4,Wednesday,287,42,10,October,4,Q4,2009,Oct
20091015,15,5,Thursday,288,42,10,October,4,Q4,2009,Oct
20091016,16,6,Friday,289,42,10,October,4,Q4,2009,Oct
20091017,17,7,Saturday,290,42,10,October,4,Q4,2009,Oct
20101010,10,1,Sunday,283,42,10,October,4,Q4,2010,Oct
20101011,11,2,Monday,284,42,10,October,4,Q4,2010,Oct
20101012,12,3,Tuesday,285,42,10,October,4,Q4,2010,Oct
20101013,13,4,Wednesday,286,42,10,October,4,Q4,2010,Oct
20101014,14,5,Thursday,287,42,10,October,4,Q4,2010,Oct
20101015,15,6,Friday,288,42,10,October,4,Q4,2010,Oct
20101016,16,7,Saturday,289,42,10,October,4,Q4,2010,Oct
20111009,9,1,Sunday,282,42,10,October,4,Q4,2011,Oct
20111010,10,2,Monday,283,42,10,October,4,Q4,2011,Oct
20111011,11,3,Tuesday,284,42,10,October,4,Q4,2011,Oct
20111012,12,4,Wednesday,285,42,10,October,4,Q4,2011,Oct
20111013,13,5,Thursday,286,42,10,October,4,Q4,2011,Oct
20111014,14,6,Friday,287,42,10,October,4,Q4,2011,Oct
20111015,15,7,Saturday,288,42,10,October,4,Q4,2011,Oct
20121014,14,1,Sunday,288,42,10,October,4,Q4,2012,Oct
20121015,15,2,Monday,289,42,10,October,4,Q4,2012,Oct
20121016,16,3,Tuesday,290,42,10,October,4,Q4,2012,Oct
20121017,17,4,Wednesday,291,42,10,October,4,Q4,2012,Oct
20121018,18,5,Thursday,292,42,10,October,4,Q4,2012,Oct
20121019,19,6,Friday,293,42,10,October,4,Q4,2012,Oct
20121020,20,7,Saturday,294,42,10,October,4,Q4,2012,Oct
20131013,13,1,Sunday,286,42,10,October,4,Q4,2013,Oct
20131014,14,2,Monday,287,42,10,October,4,Q4,2013,Oct
20131015,15,3,Tuesday,288,42,10,October,4,Q4,2013,Oct
20131016,16,4,Wednesday,289,42,10,October,4,Q4,2013,Oct
20131017,17,5,Thursday,290,42,10,October,4,Q4,2013,Oct
20131018,18,6,Friday,291,42,10,October,4,Q4,2013,Oct
20131019,19,7,Saturday,292,42,10,October,4,Q4,2013,Oct
20141012,12,1,Sunday,285,42,10,October,4,Q4,2014,Oct
20141013,13,2,Monday,286,42,10,October,4,Q4,2014,Oct
20141014,14,3,Tuesday,287,42,10,October,4,Q4,2014,Oct
20141015,15,4,Wednesday,288,42,10,October,4,Q4,2014,Oct
20141016,16,5,Thursday,289,42,10,October,4,Q4,2014,Oct
20141017,17,6,Friday,290,42,10,October,4,Q4,2014,Oct
20141018,18,7,Saturday,291,42,10,October,4,Q4,2014,Oct
20151011,11,1,Sunday,284,42,10,October,4,Q4,2015,Oct
20151012,12,2,Monday,285,42,10,October,4,Q4,2015,Oct
20151013,13,3,Tuesday,286,42,10,October,4,Q4,2015,Oct
20151014,14,4,Wednesday,287,42,10,October,4,Q4,2015,Oct
20151015,15,5,Thursday,288,42,10,October,4,Q4,2015,Oct
20151016,16,6,Friday,289,42,10,October,4,Q4,2015,Oct
20151017,17,7,Saturday,290,42,10,October,4,Q4,2015,Oct
20161009,9,1,Sunday,283,42,10,October,4,Q4,2016,Oct
20161010,10,2,Monday,284,42,10,October,4,Q4,2016,Oct
20161011,11,3,Tuesday,285,42,10,October,4,Q4,2016,Oct
20161012,12,4,Wednesday,286,42,10,October,4,Q4,2016,Oct
20161013,13,5,Thursday,287,42,10,October,4,Q4,2016,Oct
20161014,14,6,Friday,288,42,10,October,4,Q4,2016,Oct
20161015,15,7,Saturday,289,42,10,October,4,Q4,2016,Oct
20171015,15,1,Sunday,288,42,10,October,4,Q4,2017,Oct
20171016,16,2,Monday,289,42,10,October,4,Q4,2017,Oct
20171017,17,3,Tuesday,290,42,10,October,4,Q4,2017,Oct
20171018,18,4,Wednesday,291,42,10,October,4,Q4,2017,Oct
20171019,19,5,Thursday,292,42,10,October,4,Q4,2017,Oct
20171020,20,6,Friday,293,42,10,October,4,Q4,2017,Oct
20171021,21,7,Saturday,294,42,10,October,4,Q4,2017,Oct
20181014,14,1,Sunday,287,42,10,October,4,Q4,2018,Oct
20181015,15,2,Monday,288,42,10,October,4,Q4,2018,Oct
20181016,16,3,Tuesday,289,42,10,October,4,Q4,2018,Oct
20181017,17,4,Wednesday,290,42,10,October,4,Q4,2018,Oct
20181018,18,5,Thursday,291,42,10,October,4,Q4,2018,Oct
20181019,19,6,Friday,292,42,10,October,4,Q4,2018,Oct
20181020,20,7,Saturday,293,42,10,October,4,Q4,2018,Oct
20191013,13,1,Sunday,286,42,10,October,4,Q4,2019,Oct
20191014,14,2,Monday,287,42,10,October,4,Q4,2019,Oct
20191015,15,3,Tuesday,288,42,10,October,4,Q4,2019,Oct
20191016,16,4,Wednesday,289,42,10,October,4,Q4,2019,Oct
20191017,17,5,Thursday,290,42,10,October,4,Q4,2019,Oct
20191018,18,6,Friday,291,42,10,October,4,Q4,2019,Oct
20191019,19,7,Saturday,292,42,10,October,4,Q4,2019,Oct
20201011,11,1,Sunday,285,42,10,October,4,Q4,2020,Oct
20201012,12,2,Monday,286,42,10,October,4,Q4,2020,Oct
20201013,13,3,Tuesday,287,42,10,October,4,Q4,2020,Oct
20201014,14,4,Wednesday,288,42,10,October,4,Q4,2020,Oct
20201015,15,5,Thursday,289,42,10,October,4,Q4,2020,Oct
20201016,16,6,Friday,290,42,10,October,4,Q4,2020,Oct
20201017,17,7,Saturday,291,42,10,October,4,Q4,2020,Oct
20211010,10,1,Sunday,283,42,10,October,4,Q4,2021,Oct
20211011,11,2,Monday,284,42,10,October,4,Q4,2021,Oct
20211012,12,3,Tuesday,285,42,10,October,4,Q4,2021,Oct
20211013,13,4,Wednesday,286,42,10,October,4,Q4,2021,Oct
20211014,14,5,Thursday,287,42,10,October,4,Q4,2021,Oct
20211015,15,6,Friday,288,42,10,October,4,Q4,2021,Oct
20211016,16,7,Saturday,289,42,10,October,4,Q4,2021,Oct
20221009,9,1,Sunday,282,42,10,October,4,Q4,2022,Oct
20221010,10,2,Monday,283,42,10,October,4,Q4,2022,Oct
20221011,11,3,Tuesday,284,42,10,October,4,Q4,2022,Oct
20221012,12,4,Wednesday,285,42,10,October,4,Q4,2022,Oct
20221013,13,5,Thursday,286,42,10,October,4,Q4,2022,Oct
20221014,14,6,Friday,287,42,10,October,4,Q4,2022,Oct
20221015,15,7,Saturday,288,42,10,October,4,Q4,2022,Oct
20231015,15,1,Sunday,288,42,10,October,4,Q4,2023,Oct
20231016,16,2,Monday,289,42,10,October,4,Q4,2023,Oct
20231017,17,3,Tuesday,290,42,10,October,4,Q4,2023,Oct
20231018,18,4,Wednesday,291,42,10,October,4,Q4,2023,Oct
20231019,19,5,Thursday,292,42,10,October,4,Q4,2023,Oct
20231020,20,6,Friday,293,42,10,October,4,Q4,2023,Oct
20231021,21,7,Saturday,294,42,10,October,4,Q4,2023,Oct
20241013,13,1,Sunday,287,42,10,October,4,Q4,2024,Oct
20241014,14,2,Monday,288,42,10,October,4,Q4,2024,Oct
20241015,15,3,Tuesday,289,42,10,October,4,Q4,2024,Oct
20241016,16,4,Wednesday,290,42,10,October,4,Q4,2024,Oct
20241017,17,5,Thursday,291,42,10,October,4,Q4,2024,Oct
20241018,18,6,Friday,292,42,10,October,4,Q4,2024,Oct
20241019,19,7,Saturday,293,42,10,October,4,Q4,2024,Oct
20251012,12,1,Sunday,285,42,10,October,4,Q4,2025,Oct
20251013,13,2,Monday,286,42,10,October,4,Q4,2025,Oct
20251014,14,3,Tuesday,287,42,10,October,4,Q4,2025,Oct
20251015,15,4,Wednesday,288,42,10,October,4,Q4,2025,Oct
20251016,16,5,Thursday,289,42,10,October,4,Q4,2025,Oct
20251017,17,6,Friday,290,42,10,October,4,Q4,2025,Oct
20251018,18,7,Saturday,291,42,10,October,4,Q4,2025,Oct
20261011,11,1,Sunday,284,42,10,October,4,Q4,2026,Oct
20261012,12,2,Monday,285,42,10,October,4,Q4,2026,Oct
20261013,13,3,Tuesday,286,42,10,October,4,Q4,2026,Oct
20261014,14,4,Wednesday,287,42,10,October,4,Q4,2026,Oct
20261015,15,5,Thursday,288,42,10,October,4,Q4,2026,Oct
20261016,16,6,Friday,289,42,10,October,4,Q4,2026,Oct
20261017,17,7,Saturday,290,42,10,October,4,Q4,2026,Oct
20271010,10,1,Sunday,283,42,10,October,4,Q4,2027,Oct
20271011,11,2,Monday,284,42,10,October,4,Q4,2027,Oct
20271012,12,3,Tuesday,285,42,10,October,4,Q4,2027,Oct
20271013,13,4,Wednesday,286,42,10,October,4,Q4,2027,Oct
20271014,14,5,Thursday,287,42,10,October,4,Q4,2027,Oct
20271015,15,6,Friday,288,42,10,October,4,Q4,2027,Oct
20271016,16,7,Saturday,289,42,10,October,4,Q4,2027,Oct
20281008,8,1,Sunday,282,42,10,October,4,Q4,2028,Oct
20281009,9,2,Monday,283,42,10,October,4,Q4,2028,Oct
20281010,10,3,Tuesday,284,42,10,October,4,Q4,2028,Oct
20281011,11,4,Wednesday,285,42,10,October,4,Q4,2028,Oct
20281012,12,5,Thursday,286,42,10,October,4,Q4,2028,Oct
20281013,13,6,Friday,287,42,10,October,4,Q4,2028,Oct
20281014,14,7,Saturday,288,42,10,October,4,Q4,2028,Oct
20291014,14,1,Sunday,287,42,10,October,4,Q4,2029,Oct
20291015,15,2,Monday,288,42,10,October,4,Q4,2029,Oct
20291016,16,3,Tuesday,289,42,10,October,4,Q4,2029,Oct
20291017,17,4,Wednesday,290,42,10,October,4,Q4,2029,Oct
20291018,18,5,Thursday,291,42,10,October,4,Q4,2029,Oct
20291019,19,6,Friday,292,42,10,October,4,Q4,2029,Oct
20291020,20,7,Saturday,293,42,10,October,4,Q4,2029,Oct
20301013,13,1,Sunday,286,42,10,October,4,Q4,2030,Oct
20301014,14,2,Monday,287,42,10,October,4,Q4,2030,Oct
20301015,15,3,Tuesday,288,42,10,October,4,Q4,2030,Oct
20301016,16,4,Wednesday,289,42,10,October,4,Q4,2030,Oct
20301017,17,5,Thursday,290,42,10,October,4,Q4,2030,Oct
20301018,18,6,Friday,291,42,10,October,4,Q4,2030,Oct
20301019,19,7,Saturday,292,42,10,October,4,Q4,2030,Oct
20311012,12,1,Sunday,285,42,10,October,4,Q4,2031,Oct
20311013,13,2,Monday,286,42,10,October,4,Q4,2031,Oct
20311014,14,3,Tuesday,287,42,10,October,4,Q4,2031,Oct
20311015,15,4,Wednesday,288,42,10,October,4,Q4,2031,Oct
20311016,16,5,Thursday,289,42,10,October,4,Q4,2031,Oct
20311017,17,6,Friday,290,42,10,October,4,Q4,2031,Oct
20311018,18,7,Saturday,291,42,10,October,4,Q4,2031,Oct
20321010,10,1,Sunday,284,42,10,October,4,Q4,2032,Oct
20321011,11,2,Monday,285,42,10,October,4,Q4,2032,Oct
20321012,12,3,Tuesday,286,42,10,October,4,Q4,2032,Oct
20321013,13,4,Wednesday,287,42,10,October,4,Q4,2032,Oct
20321014,14,5,Thursday,288,42,10,October,4,Q4,2032,Oct
20321015,15,6,Friday,289,42,10,October,4,Q4,2032,Oct
20321016,16,7,Saturday,290,42,10,October,4,Q4,2032,Oct
20331009,9,1,Sunday,282,42,10,October,4,Q4,2033,Oct
20331010,10,2,Monday,283,42,10,October,4,Q4,2033,Oct
20331011,11,3,Tuesday,284,42,10,October,4,Q4,2033,Oct
20331012,12,4,Wednesday,285,42,10,October,4,Q4,2033,Oct
20331013,13,5,Thursday,286,42,10,October,4,Q4,2033,Oct
20331014,14,6,Friday,287,42,10,October,4,Q4,2033,Oct
20331015,15,7,Saturday,288,42,10,October,4,Q4,2033,Oct
20341015,15,1,Sunday,288,42,10,October,4,Q4,2034,Oct
20341016,16,2,Monday,289,42,10,October,4,Q4,2034,Oct
20341017,17,3,Tuesday,290,42,10,October,4,Q4,2034,Oct
20341018,18,4,Wednesday,291,42,10,October,4,Q4,2034,Oct
20341019,19,5,Thursday,292,42,10,October,4,Q4,2034,Oct
20341020,20,6,Friday,293,42,10,October,4,Q4,2034,Oct
20341021,21,7,Saturday,294,42,10,October,4,Q4,2034,Oct
20351014,14,1,Sunday,287,42,10,October,4,Q4,2035,Oct
20351015,15,2,Monday,288,42,10,October,4,Q4,2035,Oct
20351016,16,3,Tuesday,289,42,10,October,4,Q4,2035,Oct
20351017,17,4,Wednesday,290,42,10,October,4,Q4,2035,Oct
20351018,18,5,Thursday,291,42,10,October,4,Q4,2035,Oct
20351019,19,6,Friday,292,42,10,October,4,Q4,2035,Oct
20351020,20,7,Saturday,293,42,10,October,4,Q4,2035,Oct
20361012,12,1,Sunday,286,42,10,October,4,Q4,2036,Oct
20361013,13,2,Monday,287,42,10,October,4,Q4,2036,Oct
20361014,14,3,Tuesday,288,42,10,October,4,Q4,2036,Oct
20361015,15,4,Wednesday,289,42,10,October,4,Q4,2036,Oct
20361016,16,5,Thursday,290,42,10,October,4,Q4,2036,Oct
20361017,17,6,Friday,291,42,10,October,4,Q4,2036,Oct
20361018,18,7,Saturday,292,42,10,October,4,Q4,2036,Oct
20371011,11,1,Sunday,284,42,10,October,4,Q4,2037,Oct
20371012,12,2,Monday,285,42,10,October,4,Q4,2037,Oct
20371013,13,3,Tuesday,286,42,10,October,4,Q4,2037,Oct
20371014,14,4,Wednesday,287,42,10,October,4,Q4,2037,Oct
20371015,15,5,Thursday,288,42,10,October,4,Q4,2037,Oct
20371016,16,6,Friday,289,42,10,October,4,Q4,2037,Oct
20371017,17,7,Saturday,290,42,10,October,4,Q4,2037,Oct
20381010,10,1,Sunday,283,42,10,October,4,Q4,2038,Oct
20381011,11,2,Monday,284,42,10,October,4,Q4,2038,Oct
20381012,12,3,Tuesday,285,42,10,October,4,Q4,2038,Oct
20381013,13,4,Wednesday,286,42,10,October,4,Q4,2038,Oct
20381014,14,5,Thursday,287,42,10,October,4,Q4,2038,Oct
20381015,15,6,Friday,288,42,10,October,4,Q4,2038,Oct
20381016,16,7,Saturday,289,42,10,October,4,Q4,2038,Oct
20391009,9,1,Sunday,282,42,10,October,4,Q4,2039,Oct
20391010,10,2,Monday,283,42,10,October,4,Q4,2039,Oct
20391011,11,3,Tuesday,284,42,10,October,4,Q4,2039,Oct
20391012,12,4,Wednesday,285,42,10,October,4,Q4,2039,Oct
20391013,13,5,Thursday,286,42,10,October,4,Q4,2039,Oct
20391014,14,6,Friday,287,42,10,October,4,Q4,2039,Oct
20391015,15,7,Saturday,288,42,10,October,4,Q4,2039,Oct
20401014,14,1,Sunday,288,42,10,October,4,Q4,2040,Oct
20401015,15,2,Monday,289,42,10,October,4,Q4,2040,Oct
20401016,16,3,Tuesday,290,42,10,October,4,Q4,2040,Oct
20401017,17,4,Wednesday,291,42,10,October,4,Q4,2040,Oct
20401018,18,5,Thursday,292,42,10,October,4,Q4,2040,Oct
20401019,19,6,Friday,293,42,10,October,4,Q4,2040,Oct
20401020,20,7,Saturday,294,42,10,October,4,Q4,2040,Oct
20411013,13,1,Sunday,286,42,10,October,4,Q4,2041,Oct
20411014,14,2,Monday,287,42,10,October,4,Q4,2041,Oct
20411015,15,3,Tuesday,288,42,10,October,4,Q4,2041,Oct
20411016,16,4,Wednesday,289,42,10,October,4,Q4,2041,Oct
20411017,17,5,Thursday,290,42,10,October,4,Q4,2041,Oct
20411018,18,6,Friday,291,42,10,October,4,Q4,2041,Oct
20411019,19,7,Saturday,292,42,10,October,4,Q4,2041,Oct
20421012,12,1,Sunday,285,42,10,October,4,Q4,2042,Oct
20421013,13,2,Monday,286,42,10,October,4,Q4,2042,Oct
20421014,14,3,Tuesday,287,42,10,October,4,Q4,2042,Oct
20421015,15,4,Wednesday,288,42,10,October,4,Q4,2042,Oct
20421016,16,5,Thursday,289,42,10,October,4,Q4,2042,Oct
20421017,17,6,Friday,290,42,10,October,4,Q4,2042,Oct
20421018,18,7,Saturday,291,42,10,October,4,Q4,2042,Oct
20431011,11,1,Sunday,284,42,10,October,4,Q4,2043,Oct
20431012,12,2,Monday,285,42,10,October,4,Q4,2043,Oct
20431013,13,3,Tuesday,286,42,10,October,4,Q4,2043,Oct
20431014,14,4,Wednesday,287,42,10,October,4,Q4,2043,Oct
20431015,15,5,Thursday,288,42,10,October,4,Q4,2043,Oct
20431016,16,6,Friday,289,42,10,October,4,Q4,2043,Oct
20431017,17,7,Saturday,290,42,10,October,4,Q4,2043,Oct
20441009,9,1,Sunday,283,42,10,October,4,Q4,2044,Oct
20441010,10,2,Monday,284,42,10,October,4,Q4,2044,Oct
20441011,11,3,Tuesday,285,42,10,October,4,Q4,2044,Oct
20441012,12,4,Wednesday,286,42,10,October,4,Q4,2044,Oct
20441013,13,5,Thursday,287,42,10,October,4,Q4,2044,Oct
20441014,14,6,Friday,288,42,10,October,4,Q4,2044,Oct
20441015,15,7,Saturday,289,42,10,October,4,Q4,2044,Oct
20451015,15,1,Sunday,288,42,10,October,4,Q4,2045,Oct
20451016,16,2,Monday,289,42,10,October,4,Q4,2045,Oct
20451017,17,3,Tuesday,290,42,10,October,4,Q4,2045,Oct
20451018,18,4,Wednesday,291,42,10,October,4,Q4,2045,Oct
20451019,19,5,Thursday,292,42,10,October,4,Q4,2045,Oct
20451020,20,6,Friday,293,42,10,October,4,Q4,2045,Oct
20451021,21,7,Saturday,294,42,10,October,4,Q4,2045,Oct
20461014,14,1,Sunday,287,42,10,October,4,Q4,2046,Oct
20461015,15,2,Monday,288,42,10,October,4,Q4,2046,Oct
20461016,16,3,Tuesday,289,42,10,October,4,Q4,2046,Oct
20461017,17,4,Wednesday,290,42,10,October,4,Q4,2046,Oct
20461018,18,5,Thursday,291,42,10,October,4,Q4,2046,Oct
20461019,19,6,Friday,292,42,10,October,4,Q4,2046,Oct
