DateID,Day,DayOfWeekNo,DayOfWeek,DayOfYear,WeekNo,MonthNo,Month,QtrNo,Quarter,Year,Mon
20150730,30,5,Thursday,211,31,7,July,3,Q3,2015,Jul
20150731,31,6,Friday,212,31,7,July,3,Q3,2015,Jul
20160724,24,1,Sunday,206,31,7,July,3,Q3,2016,Jul
20160725,25,2,Monday,207,31,7,July,3,Q3,2016,Jul
20160726,26,3,Tuesday,208,31,7,July,3,Q3,2016,Jul
20160727,27,4,Wednesday,209,31,7,July,3,Q3,2016,Jul
20160728,28,5,Thursday,210,31,7,July,3,Q3,2016,Jul
20160729,29,6,Friday,211,31,7,July,3,Q3,2016,Jul
20160730,30,7,Saturday,212,31,7,July,3,Q3,2016,Jul
20170730,30,1,Sunday,211,31,7,July,3,Q3,2017,Jul
20170731,31,2,Monday,212,31,7,July,3,Q3,2017,Jul
20180729,29,1,Sunday,210,31,7,July,3,Q3,2018,Jul
20180730,30,2,Monday,211,31,7,July,3,Q3,2018,Jul
20180731,31,3,Tuesday,212,31,7,July,3,Q3,2018,Jul
20190728,28,1,Sunday,209,31,7,July,3,Q3,2019,Jul
20190729,29,2,Monday,210,31,7,July,3,Q3,2019,Jul
20190730,30,3,Tuesday,211,31,7,July,3,Q3,2019,Jul
20190731,31,4,Wednesday,212,31,7,July,3,Q3,2019,Jul
20200726,26,1,Sunday,208,31,7,July,3,Q3,2020,Jul
20200727,27,2,Monday,209,31,7,July,3,Q3,2020,Jul
20200728,28,3,Tuesday,210,31,7,July,3,Q3,2020,Jul
20200729,29,4,Wednesday,211,31,7,July,3,Q3,2020,Jul
20200730,30,5,Thursday,212,31,7,July,3,Q3,2020,Jul
20200731,31,6,Friday,213,31,7,July,3,Q3,2020,Jul
20210725,25,1,Sunday,206,31,7,July,3,Q3,2021,Jul
20210726,26,2,Monday,207,31,7,July,3,Q3,2021,Jul
20210727,27,3,Tuesday,208,31,7,July,3,Q3,2021,Jul
20210728,28,4,Wednesday,209,31,7,July,3,Q3,2021,Jul
20210729,29,5,Thursday,210,31,7,July,3,Q3,2021,Jul
20210730,30,6,Friday,211,31,7,July,3,Q3,2021,Jul
20210731,31,7,Saturday,212,31,7,July,3,Q3,2021,Jul
20220724,24,1,Sunday,205,31,7,July,3,Q3,2022,Jul
20220725,25,2,Monday,206,31,7,July,3,Q3,2022,Jul
20220726,26,3,Tuesday,207,31,7,July,3,Q3,2022,Jul
20220727,27,4,Wednesday,208,31,7,July,3,Q3,2022,Jul
20220728,28,5,Thursday,209,31,7,July,3,Q3,2022,Jul
20220729,29,6,Friday,210,31,7,July,3,Q3,2022,Jul
20220730,30,7,Saturday,211,31,7,July,3,Q3,2022,Jul
20230730,30,1,Sunday,211,31,7,July,3,Q3,2023,Jul
20230731,31,2,Monday,212,31,7,July,3,Q3,2023,Jul
20240728,28,1,Sunday,210,31,7,July,3,Q3,2024,Jul
20240729,29,2,Monday,211,31,7,July,3,Q3,2024,Jul
20240730,30,3,Tuesday,212,31,7,July,3,Q3,2024,Jul
20240731,31,4,Wednesday,213,31,7,July,3,Q3,2024,Jul
20250727,27,1,Sunday,208,31,7,July,3,Q3,2025,Jul
20250728,28,2,Monday,209,31,7,July,3,Q3,2025,Jul
20250729,29,3,Tuesday,210,31,7,July,3,Q3,2025,Jul
20250730,30,4,Wednesday,211,31,7,July,3,Q3,2025,Jul
20250731,31,5,Thursday,212,31,7,July,3,Q3,2025,Jul
20260726,26,1,Sunday,207,31,7,July,3,Q3,2026,Jul
20260727,27,2,Monday,208,31,7,July,3,Q3,2026,Jul
20260728,28,3,Tuesday,209,31,7,July,3,Q3,2026,Jul
20260729,29,4,Wednesday,210,31,7,July,3,Q3,2026,Jul
20260730,30,5,Thursday,211,31,7,July,3,Q3,2026,Jul
20260731,31,6,Friday,212,31,7,July,3,Q3,2026,Jul
20270725,25,1,Sunday,206,31,7,July,3,Q3,2027,Jul
20270726,26,2,Monday,207,31,7,July,3,Q3,2027,Jul
20270727,27,3,Tuesday,208,31,7,July,3,Q3,2027,Jul
20270728,28,4,Wednesday,209,31,7,July,3,Q3,2027,Jul
20270729,29,5,Thursday,210,31,7,July,3,Q3,2027,Jul
20270730,30,6,Friday,211,31,7,July,3,Q3,2027,Jul
20270731,31,7,Saturday,212,31,7,July,3,Q3,2027,Jul
20280723,23,1,Sunday,205,31,7,July,3,Q3,2028,Jul
20280724,24,2,Monday,206,31,7,July,3,Q3,2028,Jul
20280725,25,3,Tuesday,207,31,7,July,3,Q3,2028,Jul
20280726,26,4,Wednesday,208,31,7,July,3,Q3,2028,Jul
20280727,27,5,Thursday,209,31,7,July,3,Q3,2028,Jul
20280728,28,6,Friday,210,31,7,July,3,Q3,2028,Jul
20280729,29,7,Saturday,211,31,7,July,3,Q3,2028,Jul
20290729,29,1,Sunday,210,31,7,July,3,Q3,2029,Jul
20290730,30,2,Monday,211,31,7,July,3,Q3,2029,Jul
20290731,31,3,Tuesday,212,31,7,July,3,Q3,2029,Jul
20300728,28,1,Sunday,209,31,7,July,3,Q3,2030,Jul
20300729,29,2,Monday,210,31,7,July,3,Q3,2030,Jul
20300730,30,3,Tuesday,211,31,7,July,3,Q3,2030,Jul
20300731,31,4,Wednesday,212,31,7,July,3,Q3,2030,Jul
20310727,27,1,Sunday,208,31,7,July,3,Q3,2031,Jul
20310728,28,2,Monday,209,31,7,July,3,Q3,2031,Jul
20310729,29,3,Tuesday,210,31,7,July,3,Q3,2031,Jul
20310730,30,4,Wednesday,211,31,7,July,3,Q3,2031,Jul
20310731,31,5,Thursday,212,31,7,July,3,Q3,2031,Jul
20320725,25,1,Sunday,207,31,7,July,3,Q3,2032,Jul
20320726,26,2,Monday,208,31,7,July,3,Q3,2032,Jul
20320727,27,3,Tuesday,209,31,7,July,3,Q3,2032,Jul
20320728,28,4,Wednesday,210,31,7,July,3,Q3,2032,Jul
20320729,29,5,Thursday,211,31,7,July,3,Q3,2032,Jul
20320730,30,6,Friday,212,31,7,July,3,Q3,2032,Jul
20320731,31,7,Saturday,213,31,7,July,3,Q3,2032,Jul
20330724,24,1,Sunday,205,31,7,July,3,Q3,2033,Jul
20330725,25,2,Monday,206,31,7,July,3,Q3,2033,Jul
20330726,26,3,Tuesday,207,31,7,July,3,Q3,2033,Jul
20330727,27,4,Wednesday,208,31,7,July,3,Q3,2033,Jul
20330728,28,5,Thursday,209,31,7,July,3,Q3,2033,Jul
20330729,29,6,Friday,210,31,7,July,3,Q3,2033,Jul
20330730,30,7,Saturday,211,31,7,July,3,Q3,2033,Jul
20340730,30,1,Sunday,211,31,7,July,3,Q3,2034,Jul
20340731,31,2,Monday,212,31,7,July,3,Q3,2034,Jul
20350729,29,1,Sunday,210,31,7,July,3,Q3,2035,Jul
20350730,30,2,Monday,211,31,7,July,3,Q3,2035,Jul
20350731,31,3,Tuesday,212,31,7,July,3,Q3,2035,Jul
20360727,27,1,Sunday,209,31,7,July,3,Q3,2036,Jul
20360728,28,2,Monday,210,31,7,July,3,Q3,2036,Jul
20360729,29,3,Tuesday,211,31,7,July,3,Q3,2036,Jul
20360730,30,4,Wednesday,212,31,7,July,3,Q3,2036,Jul
20360731,31,5,Thursday,213,31,7,July,3,Q3,2036,Jul
20370726,26,1,Sunday,207,31,7,July,3,Q3,2037,Jul
20370727,27,2,Monday,208,31,7,July,3,Q3,2037,Jul
20370728,28,3,Tuesday,209,31,7,July,3,Q3,2037,Jul
20370729,29,4,Wednesday,210,31,7,July,3,Q3,2037,Jul
20370730,30,5,Thursday,211,31,7,July,3,Q3,2037,Jul
20370731,31,6,Friday,212,31,7,July,3,Q3,2037,Jul
20380725,25,1,Sunday,206,31,7,July,3,Q3,2038,Jul
20380726,26,2,Monday,207,31,7,July,3,Q3,2038,Jul
20380727,27,3,Tuesday,208,31,7,July,3,Q3,2038,Jul
20380728,28,4,Wednesday,209,31,7,July,3,Q3,2038,Jul
20380729,29,5,Thursday,210,31,7,July,3,Q3,2038,Jul
20380730,30,6,Friday,211,31,7,July,3,Q3,2038,Jul
20380731,31,7,Saturday,212,31,7,July,3,Q3,2038,Jul
20390724,24,1,Sunday,205,31,7,July,3,Q3,2039,Jul
20390725,25,2,Monday,206,31,7,July,3,Q3,2039,Jul
20390726,26,3,Tuesday,207,31,7,July,3,Q3,2039,Jul
20390727,27,4,Wednesday,208,31,7,July,3,Q3,2039,Jul
20390728,28,5,Thursday,209,31,7,July,3,Q3,2039,Jul
20390729,29,6,Friday,210,31,7,July,3,Q3,2039,Jul
20390730,30,7,Saturday,211,31,7,July,3,Q3,2039,Jul
20400729,29,1,Sunday,211,31,7,July,3,Q3,2040,Jul
20400730,30,2,Monday,212,31,7,July,3,Q3,2040,Jul
20400731,31,3,Tuesday,213,31,7,July,3,Q3,2040,Jul
20410728,28,1,Sunday,209,31,7,July,3,Q3,2041,Jul
20410729,29,2,Monday,210,31,7,July,3,Q3,2041,Jul
20410730,30,3,Tuesday,211,31,7,July,3,Q3,2041,Jul
20410731,31,4,Wednesday,212,31,7,July,3,Q3,2041,Jul
20420727,27,1,Sunday,208,31,7,July,3,Q3,2042,Jul
20420728,28,2,Monday,209,31,7,July,3,Q3,2042,Jul
20420729,29,3,Tuesday,210,31,7,July,3,Q3,2042,Jul
20420730,30,4,Wednesday,211,31,7,July,3,Q3,2042,Jul
20420731,31,5,Thursday,212,31,7,July,3,Q3,2042,Jul
20430726,26,1,Sunday,207,31,7,July,3,Q3,2043,Jul
20430727,27,2,Monday,208,31,7,July,3,Q3,2043,Jul
20430728,28,3,Tuesday,209,31,7,July,3,Q3,2043,Jul
20430729,29,4,Wednesday,210,31,7,July,3,Q3,2043,Jul
20430730,30,5,Thursday,211,31,7,July,3,Q3,2043,Jul
20430731,31,6,Friday,212,31,7,July,3,Q3,2043,Jul
20440724,24,1,Sunday,206,31,7,July,3,Q3,2044,Jul
20440725,25,2,Monday,207,31,7,July,3,Q3,2044,Jul
20440726,26,3,Tuesday,208,31,7,July,3,Q3,2044,Jul
20440727,27,4,Wednesday,209,31,7,July,3,Q3,2044,Jul
20440728,28,5,Thursday,210,31,7,July,3,Q3,2044,Jul
20440729,29,6,Friday,211,31,7,July,3,Q3,2044,Jul
20440730,30,7,Saturday,212,31,7,July,3,Q3,2044,Jul
20450730,30,1,Sunday,211,31,7,July,3,Q3,2045,Jul
20450731,31,2,Monday,212,31,7,July,3,Q3,2045,Jul
20460729,29,1,Sunday,210,31,7,July,3,Q3,2046,Jul
20460730,30,2,Monday,211,31,7,July,3,Q3,2046,Jul
20460731,31,3,Tuesday,212,31,7,July,3,Q3,2046,Jul
20470728,28,1,Sunday,209,31,7,July,3,Q3,2047,Jul
20470729,29,2,Monday,210,31,7,July,3,Q3,2047,Jul
20470730,30,3,Tuesday,211,31,7,July,3,Q3,2047,Jul
20470731,31,4,Wednesday,212,31,7,July,3,Q3,2047,Jul
20480726,26,1,Sunday,208,31,7,July,3,Q3,2048,Jul
20480727,27,2,Monday,209,31,7,July,3,Q3,2048,Jul
20480728,28,3,Tuesday,210,31,7,July,3,Q3,2048,Jul
20480729,29,4,Wednesday,211,31,7,July,3,Q3,2048,Jul
20480730,30,5,Thursday,212,31,7,July,3,Q3,2048,Jul
20480731,31,6,Friday,213,31,7,July,3,Q3,2048,Jul
20490725,25,1,Sunday,206,31,7,July,3,Q3,2049,Jul
20490726,26,2,Monday,207,31,7,July,3,Q3,2049,Jul
20490727,27,3,Tuesday,208,31,7,July,3,Q3,2049,Jul
20490728,28,4,Wednesday,209,31,7,July,3,Q3,2049,Jul
20490729,29,5,Thursday,210,31,7,July,3,Q3,2049,Jul
20490730,30,6,Friday,211,31,7,July,3,Q3,2049,Jul
20490731,31,7,Saturday,212,31,7,July,3,Q3,2049,Jul
20060702,2,1,Sunday,183,27,7,July,3,Q3,2006,Jul
20060703,3,2,Monday,184,27,7,July,3,Q3,2006,Jul
20060704,4,3,Tuesday,185,27,7,July,3,Q3,2006,Jul
20060705,5,4,Wednesday,186,27,7,July,3,Q3,2006,Jul
20060706,6,5,Thursday,187,27,7,July,3,Q3,2006,Jul
20060707,7,6,Friday,188,27,7,July,3,Q3,2006,Jul
20060708,8,7,Saturday,189,27,7,July,3,Q3,2006,Jul
20070701,1,1,Sunday,182,27,7,July,3,Q3,2007,Jul
20070702,2,2,Monday,183,27,7,July,3,Q3,2007,Jul
20070703,3,3,Tuesday,184,27,7,July,3,Q3,2007,Jul
20070704,4,4,Wednesday,185,27,7,July,3,Q3,2007,Jul
20070705,5,5,Thursday,186,27,7,July,3,Q3,2007,Jul
20070706,6,6,Friday,187,27,7,July,3,Q3,2007,Jul
20070707,7,7,Saturday,188,27,7,July,3,Q3,2007,Jul
20080701,1,3,Tuesday,183,27,7,July,3,Q3,2008,Jul
20080702,2,4,Wednesday,184,27,7,July,3,Q3,2008,Jul
20080703,3,5,Thursday,185,27,7,July,3,Q3,2008,Jul
20080704,4,6,Friday,186,27,7,July,3,Q3,2008,Jul
20080705,5,7,Saturday,187,27,7,July,3,Q3,2008,Jul
20090701,1,4,Wednesday,182,27,7,July,3,Q3,2009,Jul
20090702,2,5,Thursday,183,27,7,July,3,Q3,2009,Jul
20090703,3,6,Friday,184,27,7,July,3,Q3,2009,Jul
20090704,4,7,Saturday,185,27,7,July,3,Q3,2009,Jul
20100701,1,5,Thursday,182,27,7,July,3,Q3,2010,Jul
20100702,2,6,Friday,183,27,7,July,3,Q3,2010,Jul
20100703,3,7,Saturday,184,27,7,July,3,Q3,2010,Jul
20110701,1,6,Friday,182,27,7,July,3,Q3,2011,Jul
20110702,2,7,Saturday,183,27,7,July,3,Q3,2011,Jul
20120701,1,1,Sunday,183,27,7,July,3,Q3,2012,Jul
20120702,2,2,Monday,184,27,7,July,3,Q3,2012,Jul
20120703,3,3,Tuesday,185,27,7,July,3,Q3,2012,Jul
20120704,4,4,Wednesday,186,27,7,July,3,Q3,2012,Jul
20120705,5,5,Thursday,187,27,7,July,3,Q3,2012,Jul
20120706,6,6,Friday,188,27,7,July,3,Q3,2012,Jul
20120707,7,7,Saturday,189,27,7,July,3,Q3,2012,Jul
20130701,1,2,Monday,182,27,7,July,3,Q3,2013,Jul
20130702,2,3,Tuesday,183,27,7,July,3,Q3,2013,Jul
20130703,3,4,Wednesday,184,27,7,July,3,Q3,2013,Jul
20130704,4,5,Thursday,185,27,7,July,3,Q3,2013,Jul
20130705,5,6,Friday,186,27,7,July,3,Q3,2013,Jul
20130706,6,7,Saturday,187,27,7,July,3,Q3,2013,Jul
20140701,1,3,Tuesday,182,27,7,July,3,Q3,2014,Jul
20140702,2,4,Wednesday,183,27,7,July,3,Q3,2014,Jul
20140703,3,5,Thursday,184,27,7,July,3,Q3,2014,Jul
20140704,4,6,Friday,185,27,7,July,3,Q3,2014,Jul
20140705,5,7,Saturday,186,27,7,July,3,Q3,2014,Jul
20150701,1,4,Wednesday,182,27,7,July,3,Q3,2015,Jul
20150702,2,5,Thursday,183,27,7,July,3,Q3,2015,Jul
20150703,3,6,Friday,184,27,7,July,3,Q3,2015,Jul
20150704,4,7,Saturday,185,27,7,July,3,Q3,2015,Jul
20160701,1,6,Friday,183,27,7,July,3,Q3,2016,Jul
20160702,2,7,Saturday,184,27,7,July,3,Q3,2016,Jul
20170702,2,1,Sunday,183,27,7,July,3,Q3,2017,Jul
20170703,3,2,Monday,184,27,7,July,3,Q3,2017,Jul
20170704,4,3,Tuesday,185,27,7,July,3,Q3,2017,Jul
20170705,5,4,Wednesday,186,27,7,July,3,Q3,2017,Jul
20170706,6,5,Thursday,187,27,7,July,3,Q3,2017,Jul
20170707,7,6,Friday,188,27,7,July,3,Q3,2017,Jul
20170708,8,7,Saturday,189,27,7,July,3,Q3,2017,Jul
20180701,1,1,Sunday,182,27,7,July,3,Q3,2018,Jul
20180702,2,2,Monday,183,27,7,July,3,Q3,2018,Jul
20180703,3,3,Tuesday,184,27,7,July,3,Q3,2018,Jul
20180704,4,4,Wednesday,185,27,7,July,3,Q3,2018,Jul
20180705,5,5,Thursday,186,27,7,July,3,Q3,2018,Jul
20180706,6,6,Friday,187,27,7,July,3,Q3,2018,Jul
20180707,7,7,Saturday,188,27,7,July,3,Q3,2018,Jul
20190701,1,2,Monday,182,27,7,July,3,Q3,2019,Jul
20190702,2,3,Tuesday,183,27,7,July,3,Q3,2019,Jul
20190703,3,4,Wednesday,184,27,7,July,3,Q3,2019,Jul
20190704,4,5,Thursday,185,27,7,July,3,Q3,2019,Jul
20190705,5,6,Friday,186,27,7,July,3,Q3,2019,Jul
20190706,6,7,Saturday,187,27,7,July,3,Q3,2019,Jul
20200701,1,4,Wednesday,183,27,7,July,3,Q3,2020,Jul
20200702,2,5,Thursday,184,27,7,July,3,Q3,2020,Jul
20200703,3,6,Friday,185,27,7,July,3,Q3,2020,Jul
20200704,4,7,Saturday,186,27,7,July,3,Q3,2020,Jul
20210701,1,5,Thursday,182,27,7,July,3,Q3,2021,Jul
20210702,2,6,Friday,183,27,7,July,3,Q3,2021,Jul
20210703,3,7,Saturday,184,27,7,July,3,Q3,2021,Jul
20220701,1,6,Friday,182,27,7,July,3,Q3,2022,Jul
20220702,2,7,Saturday,183,27,7,July,3,Q3,2022,Jul
20230702,2,1,Sunday,183,27,7,July,3,Q3,2023,Jul
20230703,3,2,Monday,184,27,7,July,3,Q3,2023,Jul
20230704,4,3,Tuesday,185,27,7,July,3,Q3,2023,Jul
20230705,5,4,Wednesday,186,27,7,July,3,Q3,2023,Jul
20230706,6,5,Thursday,187,27,7,July,3,Q3,2023,Jul
20230707,7,6,Friday,188,27,7,July,3,Q3,2023,Jul
20230708,8,7,Saturday,189,27,7,July,3,Q3,2023,Jul
20240701,1,2,Monday,183,27,7,July,3,Q3,2024,Jul
20240702,2,3,Tuesday,184,27,7,July,3,Q3,2024,Jul
20240703,3,4,Wednesday,185,27,7,July,3,Q3,2024,Jul
20240704,4,5,Thursday,186,27,7,July,3,Q3,2024,Jul
20240705,5,6,Friday,187,27,7,July,3,Q3,2024,Jul
20240706,6,7,Saturday,188,27,7,July,3,Q3,2024,Jul
20250701,1,3,Tuesday,182,27,7,July,3,Q3,2025,Jul
20250702,2,4,Wednesday,183,27,7,July,3,Q3,2025,Jul
20250703,3,5,Thursday,184,27,7,July,3,Q3,2025,Jul
20250704,4,6,Friday,185,27,7,July,3,Q3,2025,Jul
20250705,5,7,Saturday,186,27,7,July,3,Q3,2025,Jul
20260701,1,4,Wednesday,182,27,7,July,3,Q3,2026,Jul
20260702,2,5,Thursday,183,27,7,July,3,Q3,2026,Jul
20260703,3,6,Friday,184,27,7,July,3,Q3,2026,Jul
20260704,4,7,Saturday,185,27,7,July,3,Q3,2026,Jul
20270701,1,5,Thursday,182,27,7,July,3,Q3,2027,Jul
20270702,2,6,Friday,183,27,7,July,3,Q3,2027,Jul
20270703,3,7,Saturday,184,27,7,July,3,Q3,2027,Jul
20280701,1,7,Saturday,183,27,7,July,3,Q3,2028,Jul
20290701,1,1,Sunday,182,27,7,July,3,Q3,2029,Jul
20290702,2,2,Monday,183,27,7,July,3,Q3,2029,Jul
20290703,3,3,Tuesday,184,27,7,July,3,Q3,2029,Jul
20290704,4,4,Wednesday,185,27,7,July,3,Q3,2029,Jul
20290705,5,5,Thursday,186,27,7,July,3,Q3,2029,Jul
20290706,6,6,Friday,187,27,7,July,3,Q3,2029,Jul
20290707,7,7,Saturday,188,27,7,July,3,Q3,2029,Jul
20300701,1,2,Monday,182,27,7,July,3,Q3,2030,Jul
20300702,2,3,Tuesday,183,27,7,July,3,Q3,2030,Jul
20300703,3,4,Wednesday,184,27,7,July,3,Q3,2030,Jul
20300704,4,5,Thursday,185,27,7,July,3,Q3,2030,Jul
20300705,5,6,Friday,186,27,7,July,3,Q3,2030,Jul
20300706,6,7,Saturday,187,27,7,July,3,Q3,2030,Jul
20310701,1,3,Tuesday,182,27,7,July,3,Q3,2031,Jul
20310702,2,4,Wednesday,183,27,7,July,3,Q3,2031,Jul
20310703,3,5,Thursday,184,27,7,July,3,Q3,2031,Jul
20310704,4,6,Friday,185,27,7,July,3,Q3,2031,Jul
20310705,5,7,Saturday,186,27,7,July,3,Q3,2031,Jul
20320701,1,5,Thursday,183,27,7,July,3,Q3,2032,Jul
20320702,2,6,Friday,184,27,7,July,3,Q3,2032,Jul
20320703,3,7,Saturday,185,27,7,July,3,Q3,2032,Jul
20330701,1,6,Friday,182,27,7,July,3,Q3,2033,Jul
20330702,2,7,Saturday,183,27,7,July,3,Q3,2033,Jul
20340702,2,1,Sunday,183,27,7,July,3,Q3,2034,Jul
20340703,3,2,Monday,184,27,7,July,3,Q3,2034,Jul
20340704,4,3,Tuesday,185,27,7,July,3,Q3,2034,Jul
20340705,5,4,Wednesday,186,27,7,July,3,Q3,2034,Jul
20340706,6,5,Thursday,187,27,7,July,3,Q3,2034,Jul
20340707,7,6,Friday,188,27,7,July,3,Q3,2034,Jul
20340708,8,7,Saturday,189,27,7,July,3,Q3,2034,Jul
20350701,1,1,Sunday,182,27,7,July,3,Q3,2035,Jul
20350702,2,2,Monday,183,27,7,July,3,Q3,2035,Jul
20350703,3,3,Tuesday,184,27,7,July,3,Q3,2035,Jul
20350704,4,4,Wednesday,185,27,7,July,3,Q3,2035,Jul
20350705,5,5,Thursday,186,27,7,July,3,Q3,2035,Jul
20350706,6,6,Friday,187,27,7,July,3,Q3,2035,Jul
20350707,7,7,Saturday,188,27,7,July,3,Q3,2035,Jul
20360701,1,3,Tuesday,183,27,7,July,3,Q3,2036,Jul
20360702,2,4,Wednesday,184,27,7,July,3,Q3,2036,Jul
20360703,3,5,Thursday,185,27,7,July,3,Q3,2036,Jul
20360704,4,6,Friday,186,27,7,July,3,Q3,2036,Jul
20360705,5,7,Saturday,187,27,7,July,3,Q3,2036,Jul
20370701,1,4,Wednesday,182,27,7,July,3,Q3,2037,Jul
20370702,2,5,Thursday,183,27,7,July,3,Q3,2037,Jul
20370703,3,6,Friday,184,27,7,July,3,Q3,2037,Jul
20370704,4,7,Saturday,185,27,7,July,3,Q3,2037,Jul
20380701,1,5,Thursday,182,27,7,July,3,Q3,2038,Jul
20380702,2,6,Friday,183,27,7,July,3,Q3,2038,Jul
20380703,3,7,Saturday,184,27,7,July,3,Q3,2038,Jul
20390701,1,6,Friday,182,27,7,July,3,Q3,2039,Jul
20390702,2,7,Saturday,183,27,7,July,3,Q3,2039,Jul
20400701,1,1,Sunday,183,27,7,July,3,Q3,2040,Jul
20400702,2,2,Monday,184,27,7,July,3,Q3,2040,Jul
20400703,3,3,Tuesday,185,27,7,July,3,Q3,2040,Jul
20400704,4,4,Wednesday,186,27,7,July,3,Q3,2040,Jul
20400705,5,5,Thursday,187,27,7,July,3,Q3,2040,Jul
20400706,6,6,Friday,188,27,7,July,3,Q3,2040,Jul
20400707,7,7,Saturday,189,27,7,July,3,Q3,2040,Jul
20410701,1,2,Monday,182,27,7,July,3,Q3,2041,Jul
20410702,2,3,Tuesday,183,27,7,July,3,Q3,2041,Jul
20410703,3,4,Wednesday,184,27,7,July,3,Q3,2041,Jul
20410704,4,5,Thursday,185,27,7,July,3,Q3,2041,Jul
20410705,5,6,Friday,186,27,7,July,3,Q3,2041,Jul
20410706,6,7,Saturday,187,27,7,July,3,Q3,2041,Jul
20420701,1,3,Tuesday,182,27,7,July,3,Q3,2042,Jul
20420702,2,4,Wednesday,183,27,7,July,3,Q3,2042,Jul
20420703,3,5,Thursday,184,27,7,July,3,Q3,2042,Jul
20420704,4,6,Friday,185,27,7,July,3,Q3,2042,Jul
20420705,5,7,Saturday,186,27,7,July,3,Q3,2042,Jul
20430701,1,4,Wednesday,182,27,7,July,3,Q3,2043,Jul
20430702,2,5,Thursday,183,27,7,July,3,Q3,2043,Jul
20430703,3,6,Friday,184,27,7,July,3,Q3,2043,Jul
20430704,4,7,Saturday,185,27,7,July,3,Q3,2043,Jul
20440701,1,6,Friday,183,27,7,July,3,Q3,2044,Jul
20440702,2,7,Saturday,184,27,7,July,3,Q3,2044,Jul
20450702,2,1,Sunday,183,27,7,July,3,Q3,2045,Jul
20450703,3,2,Monday,184,27,7,July,3,Q3,2045,Jul
20450704,4,3,Tuesday,185,27,7,July,3,Q3,2045,Jul
20450705,5,4,Wednesday,186,27,7,July,3,Q3,2045,Jul
20450706,6,5,Thursday,187,27,7,July,3,Q3,2045,Jul
20450707,7,6,Friday,188,27,7,July,3,Q3,2045,Jul
20450708,8,7,Saturday,189,27,7,July,3,Q3,2045,Jul
20460701,1,1,Sunday,182,27,7,July,3,Q3,2046,Jul
20460702,2,2,Monday,183,27,7,July,3,Q3,2046,Jul
20460703,3,3,Tuesday,184,27,7,July,3,Q3,2046,Jul
20460704,4,4,Wednesday,185,27,7,July,3,Q3,2046,Jul
20460705,5,5,Thursday,186,27,7,July,3,Q3,2046,Jul
20460706,6,6,Friday,187,27,7,July,3,Q3,2046,Jul
20460707,7,7,Saturday,188,27,7,July,3,Q3,2046,Jul
20470701,1,2,Monday,182,27,7,July,3,Q3,2047,Jul
20470702,2,3,Tuesday,183,27,7,July,3,Q3,2047,Jul
20470703,3,4,Wednesday,184,27,7,July,3,Q3,2047,Jul
20470704,4,5,Thursday,185,27,7,July,3,Q3,2047,Jul
20470705,5,6,Friday,186,27,7,July,3,Q3,2047,Jul
20470706,6,7,Saturday,187,27,7,July,3,Q3,2047,Jul
20480701,1,4,Wednesday,183,27,7,July,3,Q3,2048,Jul
20480702,2,5,Thursday,184,27,7,July,3,Q3,2048,Jul
20480703,3,6,Friday,185,27,7,July,3,Q3,2048,Jul
20480704,4,7,Saturday,186,27,7,July,3,Q3,2048,Jul
20490701,1,5,Thursday,182,27,7,July,3,Q3,2049,Jul
20490702,2,6,Friday,183,27,7,July,3,Q3,2049,Jul
20490703,3,7,Saturday,184,27,7,July,3,Q3,2049,Jul
20060701,1,7,Saturday,182,26,7,July,3,Q3,2006,Jul
20110731,31,1,Sunday,212,32,7,July,3,Q3,2011,Jul
20160731,31,1,Sunday,213,32,7,July,3,Q3,2016,Jul
20170701,1,7,Saturday,182,26,7,July,3,Q3,2017,Jul
20220731,31,1,Sunday,212,32,7,July,3,Q3,2022,Jul
20230701,1,7,Saturday,182,26,7,July,3,Q3,2023,Jul
20280730,30,1,Sunday,212,32,7,July,3,Q3,2028,Jul
20280731,31,2,Monday,213,32,7,July,3,Q3,2028,Jul
20330731,31,1,Sunday,212,32,7,July,3,Q3,2033,Jul
20340701,1,7,Saturday,182,26,7,July,3,Q3,2034,Jul
20390731,31,1,Sunday,212,32,7,July,3,Q3,2039,Jul
20440731,31,1,Sunday,213,32,7,July,3,Q3,2044,Jul
20450701,1,7,Saturday,182,26,7,July,3,Q3,2045,Jul
20080831,31,1,Sunday,244,36,8,August,3,Q3,2008,Aug
20090830,30,1,Sunday,242,36,8,August,3,Q3,2009,Aug
20090831,31,2,Monday,243,36,8,August,3,Q3,2009,Aug
20100829,29,1,Sunday,241,36,8,August,3,Q3,2010,Aug
20100830,30,2,Monday,242,36,8,August,3,Q3,2010,Aug
20100831,31,3,Tuesday,243,36,8,August,3,Q3,2010,Aug
20110828,28,1,Sunday,240,36,8,August,3,Q3,2011,Aug
20110829,29,2,Monday,241,36,8,August,3,Q3,2011,Aug
20110830,30,3,Tuesday,242,36,8,August,3,Q3,2011,Aug
20110831,31,4,Wednesday,243,36,8,August,3,Q3,2011,Aug
20140831,31,1,Sunday,243,36,8,August,3,Q3,2014,Aug
20150830,30,1,Sunday,242,36,8,August,3,Q3,2015,Aug
20150831,31,2,Monday,243,36,8,August,3,Q3,2015,Aug
20160828,28,1,Sunday,241,36,8,August,3,Q3,2016,Aug
20160829,29,2,Monday,242,36,8,August,3,Q3,2016,Aug
