Date,Month,MonthNumber,Period,PeriodNumber,Qtr,QtrNumber,Year,Day,MonthStartDate,MonthEndDate,MonthIncrementNumber
9/11/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,11,9/1/2011 0:00,9/30/2011 0:00,21
9/12/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,12,9/1/2011 0:00,9/30/2011 0:00,21
9/13/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,13,9/1/2011 0:00,9/30/2011 0:00,21
9/14/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,14,9/1/2011 0:00,9/30/2011 0:00,21
9/15/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,15,9/1/2011 0:00,9/30/2011 0:00,21
9/16/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,16,9/1/2011 0:00,9/30/2011 0:00,21
9/17/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,17,9/1/2011 0:00,9/30/2011 0:00,21
9/18/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,18,9/1/2011 0:00,9/30/2011 0:00,21
9/19/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,19,9/1/2011 0:00,9/30/2011 0:00,21
9/20/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,20,9/1/2011 0:00,9/30/2011 0:00,21
9/21/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,21,9/1/2011 0:00,9/30/2011 0:00,21
9/22/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,22,9/1/2011 0:00,9/30/2011 0:00,21
9/23/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,23,9/1/2011 0:00,9/30/2011 0:00,21
9/24/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,24,9/1/2011 0:00,9/30/2011 0:00,21
9/25/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,25,9/1/2011 0:00,9/30/2011 0:00,21
9/26/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,26,9/1/2011 0:00,9/30/2011 0:00,21
9/27/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,27,9/1/2011 0:00,9/30/2011 0:00,21
9/28/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,28,9/1/2011 0:00,9/30/2011 0:00,21
9/29/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,29,9/1/2011 0:00,9/30/2011 0:00,21
9/30/2011 0:00,Sep,9,11-Sep,201109,3,Q3,2011,30,9/1/2011 0:00,9/30/2011 0:00,21
10/1/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,1,10/1/2011 0:00,10/31/2011 0:00,22
10/2/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,2,10/1/2011 0:00,10/31/2011 0:00,22
10/3/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,3,10/1/2011 0:00,10/31/2011 0:00,22
10/4/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,4,10/1/2011 0:00,10/31/2011 0:00,22
10/5/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,5,10/1/2011 0:00,10/31/2011 0:00,22
10/6/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,6,10/1/2011 0:00,10/31/2011 0:00,22
10/7/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,7,10/1/2011 0:00,10/31/2011 0:00,22
10/8/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,8,10/1/2011 0:00,10/31/2011 0:00,22
10/9/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,9,10/1/2011 0:00,10/31/2011 0:00,22
10/10/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,10,10/1/2011 0:00,10/31/2011 0:00,22
10/11/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,11,10/1/2011 0:00,10/31/2011 0:00,22
10/12/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,12,10/1/2011 0:00,10/31/2011 0:00,22
10/13/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,13,10/1/2011 0:00,10/31/2011 0:00,22
10/14/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,14,10/1/2011 0:00,10/31/2011 0:00,22
10/15/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,15,10/1/2011 0:00,10/31/2011 0:00,22
10/16/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,16,10/1/2011 0:00,10/31/2011 0:00,22
10/17/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,17,10/1/2011 0:00,10/31/2011 0:00,22
10/18/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,18,10/1/2011 0:00,10/31/2011 0:00,22
10/19/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,19,10/1/2011 0:00,10/31/2011 0:00,22
10/20/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,20,10/1/2011 0:00,10/31/2011 0:00,22
10/21/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,21,10/1/2011 0:00,10/31/2011 0:00,22
10/22/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,22,10/1/2011 0:00,10/31/2011 0:00,22
10/23/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,23,10/1/2011 0:00,10/31/2011 0:00,22
10/24/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,24,10/1/2011 0:00,10/31/2011 0:00,22
10/25/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,25,10/1/2011 0:00,10/31/2011 0:00,22
10/26/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,26,10/1/2011 0:00,10/31/2011 0:00,22
10/27/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,27,10/1/2011 0:00,10/31/2011 0:00,22
10/28/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,28,10/1/2011 0:00,10/31/2011 0:00,22
10/29/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,29,10/1/2011 0:00,10/31/2011 0:00,22
10/30/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,30,10/1/2011 0:00,10/31/2011 0:00,22
10/31/2011 0:00,Oct,10,11-Oct,201110,4,Q4,2011,31,10/1/2011 0:00,10/31/2011 0:00,22
11/1/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,1,11/1/2011 0:00,11/30/2011 0:00,23
11/2/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,2,11/1/2011 0:00,11/30/2011 0:00,23
11/3/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,3,11/1/2011 0:00,11/30/2011 0:00,23
11/4/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,4,11/1/2011 0:00,11/30/2011 0:00,23
11/5/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,5,11/1/2011 0:00,11/30/2011 0:00,23
11/6/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,6,11/1/2011 0:00,11/30/2011 0:00,23
11/7/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,7,11/1/2011 0:00,11/30/2011 0:00,23
11/8/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,8,11/1/2011 0:00,11/30/2011 0:00,23
11/9/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,9,11/1/2011 0:00,11/30/2011 0:00,23
11/10/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,10,11/1/2011 0:00,11/30/2011 0:00,23
11/11/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,11,11/1/2011 0:00,11/30/2011 0:00,23
11/12/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,12,11/1/2011 0:00,11/30/2011 0:00,23
11/13/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,13,11/1/2011 0:00,11/30/2011 0:00,23
11/14/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,14,11/1/2011 0:00,11/30/2011 0:00,23
11/15/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,15,11/1/2011 0:00,11/30/2011 0:00,23
11/16/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,16,11/1/2011 0:00,11/30/2011 0:00,23
11/17/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,17,11/1/2011 0:00,11/30/2011 0:00,23
11/18/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,18,11/1/2011 0:00,11/30/2011 0:00,23
11/19/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,19,11/1/2011 0:00,11/30/2011 0:00,23
11/20/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,20,11/1/2011 0:00,11/30/2011 0:00,23
11/21/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,21,11/1/2011 0:00,11/30/2011 0:00,23
11/22/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,22,11/1/2011 0:00,11/30/2011 0:00,23
11/23/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,23,11/1/2011 0:00,11/30/2011 0:00,23
11/24/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,24,11/1/2011 0:00,11/30/2011 0:00,23
11/25/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,25,11/1/2011 0:00,11/30/2011 0:00,23
11/26/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,26,11/1/2011 0:00,11/30/2011 0:00,23
11/27/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,27,11/1/2011 0:00,11/30/2011 0:00,23
11/28/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,28,11/1/2011 0:00,11/30/2011 0:00,23
11/29/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,29,11/1/2011 0:00,11/30/2011 0:00,23
11/30/2011 0:00,Nov,11,11-Nov,201111,4,Q4,2011,30,11/1/2011 0:00,11/30/2011 0:00,23
12/1/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,1,12/1/2011 0:00,12/31/2011 0:00,24
12/2/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,2,12/1/2011 0:00,12/31/2011 0:00,24
12/3/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,3,12/1/2011 0:00,12/31/2011 0:00,24
12/4/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,4,12/1/2011 0:00,12/31/2011 0:00,24
12/5/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,5,12/1/2011 0:00,12/31/2011 0:00,24
12/6/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,6,12/1/2011 0:00,12/31/2011 0:00,24
12/7/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,7,12/1/2011 0:00,12/31/2011 0:00,24
12/8/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,8,12/1/2011 0:00,12/31/2011 0:00,24
12/9/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,9,12/1/2011 0:00,12/31/2011 0:00,24
12/10/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,10,12/1/2011 0:00,12/31/2011 0:00,24
12/11/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,11,12/1/2011 0:00,12/31/2011 0:00,24
12/12/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,12,12/1/2011 0:00,12/31/2011 0:00,24
12/13/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,13,12/1/2011 0:00,12/31/2011 0:00,24
12/14/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,14,12/1/2011 0:00,12/31/2011 0:00,24
12/15/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,15,12/1/2011 0:00,12/31/2011 0:00,24
12/16/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,16,12/1/2011 0:00,12/31/2011 0:00,24
12/17/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,17,12/1/2011 0:00,12/31/2011 0:00,24
12/18/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,18,12/1/2011 0:00,12/31/2011 0:00,24
12/19/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,19,12/1/2011 0:00,12/31/2011 0:00,24
12/20/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,20,12/1/2011 0:00,12/31/2011 0:00,24
12/21/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,21,12/1/2011 0:00,12/31/2011 0:00,24
12/22/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,22,12/1/2011 0:00,12/31/2011 0:00,24
12/23/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,23,12/1/2011 0:00,12/31/2011 0:00,24
12/24/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,24,12/1/2011 0:00,12/31/2011 0:00,24
12/25/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,25,12/1/2011 0:00,12/31/2011 0:00,24
12/26/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,26,12/1/2011 0:00,12/31/2011 0:00,24
12/27/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,27,12/1/2011 0:00,12/31/2011 0:00,24
12/28/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,28,12/1/2011 0:00,12/31/2011 0:00,24
12/29/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,29,12/1/2011 0:00,12/31/2011 0:00,24
12/30/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,30,12/1/2011 0:00,12/31/2011 0:00,24
12/31/2011 0:00,Dec,12,11-Dec,201112,4,Q4,2011,31,12/1/2011 0:00,12/31/2011 0:00,24
1/1/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,1,1/1/2012 0:00,1/31/2012 0:00,25
1/2/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,2,1/1/2012 0:00,1/31/2012 0:00,25
1/3/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,3,1/1/2012 0:00,1/31/2012 0:00,25
1/4/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,4,1/1/2012 0:00,1/31/2012 0:00,25
1/5/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,5,1/1/2012 0:00,1/31/2012 0:00,25
1/6/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,6,1/1/2012 0:00,1/31/2012 0:00,25
1/7/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,7,1/1/2012 0:00,1/31/2012 0:00,25
1/8/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,8,1/1/2012 0:00,1/31/2012 0:00,25
1/9/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,9,1/1/2012 0:00,1/31/2012 0:00,25
1/10/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,10,1/1/2012 0:00,1/31/2012 0:00,25
1/11/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,11,1/1/2012 0:00,1/31/2012 0:00,25
1/12/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,12,1/1/2012 0:00,1/31/2012 0:00,25
1/13/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,13,1/1/2012 0:00,1/31/2012 0:00,25
1/14/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,14,1/1/2012 0:00,1/31/2012 0:00,25
1/15/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,15,1/1/2012 0:00,1/31/2012 0:00,25
1/16/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,16,1/1/2012 0:00,1/31/2012 0:00,25
1/17/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,17,1/1/2012 0:00,1/31/2012 0:00,25
1/18/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,18,1/1/2012 0:00,1/31/2012 0:00,25
1/19/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,19,1/1/2012 0:00,1/31/2012 0:00,25
1/20/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,20,1/1/2012 0:00,1/31/2012 0:00,25
1/21/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,21,1/1/2012 0:00,1/31/2012 0:00,25
1/22/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,22,1/1/2012 0:00,1/31/2012 0:00,25
1/23/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,23,1/1/2012 0:00,1/31/2012 0:00,25
1/24/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,24,1/1/2012 0:00,1/31/2012 0:00,25
1/25/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,25,1/1/2012 0:00,1/31/2012 0:00,25
1/26/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,26,1/1/2012 0:00,1/31/2012 0:00,25
1/27/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,27,1/1/2012 0:00,1/31/2012 0:00,25
1/28/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,28,1/1/2012 0:00,1/31/2012 0:00,25
1/29/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,29,1/1/2012 0:00,1/31/2012 0:00,25
1/30/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,30,1/1/2012 0:00,1/31/2012 0:00,25
1/31/2012 0:00,Jan,1,12-Jan,201201,1,Q1,2012,31,1/1/2012 0:00,1/31/2012 0:00,25
2/1/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,1,2/1/2012 0:00,2/29/2012 0:00,26
2/2/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,2,2/1/2012 0:00,2/29/2012 0:00,26
2/3/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,3,2/1/2012 0:00,2/29/2012 0:00,26
2/4/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,4,2/1/2012 0:00,2/29/2012 0:00,26
2/5/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,5,2/1/2012 0:00,2/29/2012 0:00,26
2/6/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,6,2/1/2012 0:00,2/29/2012 0:00,26
2/7/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,7,2/1/2012 0:00,2/29/2012 0:00,26
2/8/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,8,2/1/2012 0:00,2/29/2012 0:00,26
2/9/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,9,2/1/2012 0:00,2/29/2012 0:00,26
2/10/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,10,2/1/2012 0:00,2/29/2012 0:00,26
2/11/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,11,2/1/2012 0:00,2/29/2012 0:00,26
2/12/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,12,2/1/2012 0:00,2/29/2012 0:00,26
2/13/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,13,2/1/2012 0:00,2/29/2012 0:00,26
2/14/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,14,2/1/2012 0:00,2/29/2012 0:00,26
2/15/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,15,2/1/2012 0:00,2/29/2012 0:00,26
2/16/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,16,2/1/2012 0:00,2/29/2012 0:00,26
2/17/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,17,2/1/2012 0:00,2/29/2012 0:00,26
2/18/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,18,2/1/2012 0:00,2/29/2012 0:00,26
2/19/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,19,2/1/2012 0:00,2/29/2012 0:00,26
2/20/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,20,2/1/2012 0:00,2/29/2012 0:00,26
2/21/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,21,2/1/2012 0:00,2/29/2012 0:00,26
2/22/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,22,2/1/2012 0:00,2/29/2012 0:00,26
2/23/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,23,2/1/2012 0:00,2/29/2012 0:00,26
2/24/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,24,2/1/2012 0:00,2/29/2012 0:00,26
2/25/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,25,2/1/2012 0:00,2/29/2012 0:00,26
2/26/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,26,2/1/2012 0:00,2/29/2012 0:00,26
2/27/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,27,2/1/2012 0:00,2/29/2012 0:00,26
2/28/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,28,2/1/2012 0:00,2/29/2012 0:00,26
2/29/2012 0:00,Feb,2,12-Feb,201202,1,Q1,2012,29,2/1/2012 0:00,2/29/2012 0:00,26
3/1/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,1,3/1/2012 0:00,3/31/2012 0:00,27
3/2/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,2,3/1/2012 0:00,3/31/2012 0:00,27
3/3/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,3,3/1/2012 0:00,3/31/2012 0:00,27
3/4/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,4,3/1/2012 0:00,3/31/2012 0:00,27
3/5/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,5,3/1/2012 0:00,3/31/2012 0:00,27
3/6/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,6,3/1/2012 0:00,3/31/2012 0:00,27
3/7/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,7,3/1/2012 0:00,3/31/2012 0:00,27
3/8/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,8,3/1/2012 0:00,3/31/2012 0:00,27
3/9/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,9,3/1/2012 0:00,3/31/2012 0:00,27
3/10/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,10,3/1/2012 0:00,3/31/2012 0:00,27
3/11/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,11,3/1/2012 0:00,3/31/2012 0:00,27
3/12/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,12,3/1/2012 0:00,3/31/2012 0:00,27
3/13/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,13,3/1/2012 0:00,3/31/2012 0:00,27
3/14/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,14,3/1/2012 0:00,3/31/2012 0:00,27
3/15/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,15,3/1/2012 0:00,3/31/2012 0:00,27
3/16/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,16,3/1/2012 0:00,3/31/2012 0:00,27
3/17/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,17,3/1/2012 0:00,3/31/2012 0:00,27
3/18/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,18,3/1/2012 0:00,3/31/2012 0:00,27
3/19/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,19,3/1/2012 0:00,3/31/2012 0:00,27
3/20/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,20,3/1/2012 0:00,3/31/2012 0:00,27
3/21/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,21,3/1/2012 0:00,3/31/2012 0:00,27
3/22/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,22,3/1/2012 0:00,3/31/2012 0:00,27
3/23/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,23,3/1/2012 0:00,3/31/2012 0:00,27
3/24/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,24,3/1/2012 0:00,3/31/2012 0:00,27
3/25/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,25,3/1/2012 0:00,3/31/2012 0:00,27
3/26/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,26,3/1/2012 0:00,3/31/2012 0:00,27
3/27/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,27,3/1/2012 0:00,3/31/2012 0:00,27
3/28/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,28,3/1/2012 0:00,3/31/2012 0:00,27
3/29/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,29,3/1/2012 0:00,3/31/2012 0:00,27
3/30/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,30,3/1/2012 0:00,3/31/2012 0:00,27
3/31/2012 0:00,Mar,3,12-Mar,201203,1,Q1,2012,31,3/1/2012 0:00,3/31/2012 0:00,27
4/1/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,1,4/1/2012 0:00,4/30/2012 0:00,28
4/2/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,2,4/1/2012 0:00,4/30/2012 0:00,28
4/3/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,3,4/1/2012 0:00,4/30/2012 0:00,28
4/4/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,4,4/1/2012 0:00,4/30/2012 0:00,28
4/5/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,5,4/1/2012 0:00,4/30/2012 0:00,28
4/6/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,6,4/1/2012 0:00,4/30/2012 0:00,28
4/7/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,7,4/1/2012 0:00,4/30/2012 0:00,28
4/8/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,8,4/1/2012 0:00,4/30/2012 0:00,28
4/9/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,9,4/1/2012 0:00,4/30/2012 0:00,28
4/10/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,10,4/1/2012 0:00,4/30/2012 0:00,28
4/11/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,11,4/1/2012 0:00,4/30/2012 0:00,28
4/12/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,12,4/1/2012 0:00,4/30/2012 0:00,28
4/13/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,13,4/1/2012 0:00,4/30/2012 0:00,28
4/14/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,14,4/1/2012 0:00,4/30/2012 0:00,28
4/15/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,15,4/1/2012 0:00,4/30/2012 0:00,28
4/16/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,16,4/1/2012 0:00,4/30/2012 0:00,28
4/17/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,17,4/1/2012 0:00,4/30/2012 0:00,28
4/18/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,18,4/1/2012 0:00,4/30/2012 0:00,28
4/19/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,19,4/1/2012 0:00,4/30/2012 0:00,28
4/20/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,20,4/1/2012 0:00,4/30/2012 0:00,28
4/21/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,21,4/1/2012 0:00,4/30/2012 0:00,28
4/22/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,22,4/1/2012 0:00,4/30/2012 0:00,28
4/23/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,23,4/1/2012 0:00,4/30/2012 0:00,28
4/24/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,24,4/1/2012 0:00,4/30/2012 0:00,28
4/25/2012 0:00,Apr,4,12-Apr,201204,2,Q2,2012,25,4/1/2012 0:00,4/30/2012 0:00,28
