Date,EmplID,Gender,Age,EtnicGroup,FP,TermDate,IsNewHire,BU,HireDate,PayTypeID,TermReason,AgeGroupID,TenureDays,TenureMonths,BadHires
10/1/2014 0:00,19908,D,21,1,P,10/21/2014 0:00,0,18,5/6/2014 0:00,H,U,1,148,4,0
10/1/2014 0:00,12000,D,22,1,P,10/21/2014 0:00,1,12,10/9/2014 0:00,H,U,1,8,0,1
10/1/2014 0:00,12176,D,18,1,P,10/21/2014 0:00,0,9,8/16/2014 0:00,H,U,1,46,1,0
10/1/2014 0:00,12056,C,24,1,P,10/21/2014 0:00,0,11,9/26/2014 0:00,H,U,1,5,0,1
10/1/2014 0:00,18866,D,26,1,P,10/21/2014 0:00,0,14,5/1/2014 0:00,H,U,1,153,5,0
10/1/2014 0:00,20590,D,61,1,P,10/21/2014 0:00,0,22,5/7/2014 0:00,H,U,3,147,4,0
10/1/2014 0:00,9738,D,33,1,P,10/21/2014 0:00,0,1,5/13/2009 0:00,H,U,2,1967,65,0
10/1/2014 0:00,16910,C,61,1,P,10/21/2014 0:00,0,17,4/22/2014 0:00,H,U,3,162,5,0
10/1/2014 0:00,8666,C,22,1,F,10/21/2014 0:00,0,7,3/17/2011 0:00,H,U,1,1294,43,0
10/1/2014 0:00,26216,D,20,2,P,10/21/2014 0:00,0,21,9/4/2014 0:00,H,V,1,27,0,1
10/1/2014 0:00,29458,D,23,2,P,10/21/2014 0:00,0,23,5/30/2014 0:00,H,V,1,124,4,0
10/1/2014 0:00,22206,C,27,2,F,10/21/2014 0:00,0,11,5/16/2014 0:00,S,V,1,138,4,0
10/1/2014 0:00,14036,D,20,2,P,10/21/2014 0:00,1,23,10/3/2014 0:00,H,U,1,2,0,1
10/1/2014 0:00,7668,D,21,2,P,10/21/2014 0:00,0,8,8/8/2014 0:00,H,U,1,54,1,0
10/1/2014 0:00,7878,C,22,2,P,10/21/2014 0:00,0,5,9/18/2014 0:00,H,U,1,13,0,1
10/1/2014 0:00,11264,C,22,2,P,10/21/2014 0:00,0,12,8/13/2014 0:00,H,U,1,49,1,0
10/1/2014 0:00,12322,D,29,2,P,10/21/2014 0:00,0,10,7/24/2014 0:00,H,U,1,69,2,0
10/1/2014 0:00,18818,C,30,2,P,10/21/2014 0:00,0,24,11/1/2013 0:00,H,U,2,334,11,0
10/1/2014 0:00,18486,C,37,6,P,10/21/2014 0:00,0,4,4/12/2013 0:00,H,U,2,537,17,0
10/1/2014 0:00,13918,D,22,3,P,10/21/2014 0:00,1,22,10/1/2014 0:00,H,U,1,0,-1,1
10/1/2014 0:00,28736,C,24,3,F,10/21/2014 0:00,0,16,5/30/2014 0:00,H,V,1,124,4,0
10/1/2014 0:00,22394,C,66,3,F,10/21/2014 0:00,0,99,10/21/1984 0:00,H,V,3,10937,364,0
10/1/2014 0:00,32236,D,20,1,P,10/20/2014 0:00,0,9,6/6/2014 0:00,H,V,1,117,3,0
10/1/2014 0:00,26524,D,21,1,P,10/20/2014 0:00,0,15,8/1/2014 0:00,H,V,1,61,2,0
10/1/2014 0:00,2924,D,21,1,P,10/20/2014 0:00,0,5,6/7/2014 0:00,H,V,1,116,3,0
10/1/2014 0:00,16952,D,23,1,P,10/20/2014 0:00,0,9,6/27/2014 0:00,H,V,1,96,3,0
10/1/2014 0:00,3522,C,18,1,P,10/20/2014 0:00,0,8,6/13/2014 0:00,H,V,1,110,3,0
10/1/2014 0:00,19762,C,18,1,P,10/20/2014 0:00,0,17,6/20/2014 0:00,H,V,1,103,3,0
10/1/2014 0:00,28836,C,18,1,P,10/20/2014 0:00,0,19,8/7/2014 0:00,H,V,1,55,1,0
10/1/2014 0:00,28164,D,18,1,P,10/20/2014 0:00,0,20,8/29/2014 0:00,H,V,1,33,1,1
10/1/2014 0:00,27016,D,24,1,P,10/20/2014 0:00,0,7,3/11/2014 0:00,H,V,1,204,6,0
10/1/2014 0:00,3686,D,24,1,P,10/20/2014 0:00,0,12,9/24/2014 0:00,H,V,1,7,0,1
10/1/2014 0:00,94,D,24,1,P,10/20/2014 0:00,1,3,10/8/2014 0:00,H,V,1,7,0,1
10/1/2014 0:00,7890,D,24,1,P,10/20/2014 0:00,0,5,9/19/2014 0:00,H,V,1,12,0,1
10/1/2014 0:00,26614,D,16,1,P,10/20/2014 0:00,1,9,10/10/2014 0:00,H,V,1,9,0,1
10/1/2014 0:00,2806,D,35,1,P,10/20/2014 0:00,0,8,9/20/2013 0:00,H,V,2,376,12,0
10/1/2014 0:00,30724,D,28,1,P,10/20/2014 0:00,0,19,7/22/2014 0:00,H,V,1,71,2,0
10/1/2014 0:00,7332,D,32,1,P,10/20/2014 0:00,1,7,10/9/2014 0:00,H,V,2,8,0,1
10/1/2014 0:00,23136,C,25,1,P,10/20/2014 0:00,0,13,3/23/2013 0:00,H,V,1,557,18,0
10/1/2014 0:00,952,C,25,1,P,10/20/2014 0:00,0,1,9/23/2009 0:00,H,V,1,1834,61,0
10/1/2014 0:00,27134,C,26,1,P,10/20/2014 0:00,0,23,7/17/2014 0:00,H,V,1,76,2,0
10/1/2014 0:00,28318,C,26,1,P,10/20/2014 0:00,0,16,9/23/2014 0:00,H,V,1,8,0,1
10/1/2014 0:00,190,C,27,1,P,10/20/2014 0:00,0,3,9/27/2014 0:00,H,V,1,4,0,1
10/1/2014 0:00,9822,C,28,1,P,10/20/2014 0:00,0,2,8/6/2014 0:00,H,V,1,56,1,0
10/1/2014 0:00,5704,C,52,1,P,10/20/2014 0:00,0,6,6/11/2014 0:00,H,V,3,112,3,0
10/1/2014 0:00,3524,C,43,1,P,10/20/2014 0:00,0,8,9/18/2014 0:00,H,V,2,13,0,1
10/1/2014 0:00,2558,C,56,1,P,10/20/2014 0:00,0,7,5/21/2014 0:00,H,V,3,133,4,0
10/1/2014 0:00,11694,C,53,1,P,10/20/2014 0:00,0,9,9/10/2014 0:00,H,V,3,21,0,1
10/1/2014 0:00,22670,C,52,1,P,10/20/2014 0:00,0,3,9/5/2013 0:00,H,V,3,391,13,0
10/1/2014 0:00,28944,C,42,1,P,10/20/2014 0:00,0,15,8/15/2014 0:00,H,V,2,47,1,0
10/1/2014 0:00,24268,D,65,1,F,10/20/2014 0:00,0,19,10/19/1993 0:00,H,V,3,7652,255,0
10/1/2014 0:00,12826,D,20,1,P,10/20/2014 0:00,0,10,8/21/2014 0:00,H,U,1,41,1,1
10/1/2014 0:00,9988,C,22,1,P,10/20/2014 0:00,0,4,4/17/2014 0:00,H,U,1,167,5,0
10/1/2014 0:00,17924,D,57,1,P,10/20/2014 0:00,0,16,9/4/2013 0:00,H,U,3,392,13,0
10/1/2014 0:00,1838,D,19,2,P,10/20/2014 0:00,1,2,10/16/2014 0:00,H,V,1,15,0,1
10/1/2014 0:00,30928,C,19,2,P,10/20/2014 0:00,0,21,9/10/2014 0:00,H,V,1,21,0,1
10/1/2014 0:00,32118,C,21,2,P,10/20/2014 0:00,0,11,8/28/2014 0:00,H,V,1,34,1,1
10/1/2014 0:00,26222,D,21,2,P,10/20/2014 0:00,0,21,7/13/2012 0:00,H,V,1,810,26,0
10/1/2014 0:00,9260,C,21,2,P,10/20/2014 0:00,1,1,10/3/2014 0:00,H,V,1,2,0,1
10/1/2014 0:00,15874,C,23,2,P,10/20/2014 0:00,1,16,10/2/2014 0:00,H,V,1,1,0,1
10/1/2014 0:00,32186,D,18,2,P,10/20/2014 0:00,0,13,11/14/2013 0:00,H,V,1,321,10,0
10/1/2014 0:00,32162,C,18,2,P,10/20/2014 0:00,0,2,8/15/2014 0:00,H,V,1,47,1,0
10/1/2014 0:00,22070,C,18,2,P,10/20/2014 0:00,0,22,6/11/2014 0:00,H,V,1,112,3,0
10/1/2014 0:00,5032,D,43,2,P,10/20/2014 0:00,0,12,5/14/2014 0:00,H,V,2,140,4,0
10/1/2014 0:00,26844,C,16,2,P,10/20/2014 0:00,0,1,5/14/2014 0:00,H,V,1,140,4,0
10/1/2014 0:00,19402,D,22,2,P,10/20/2014 0:00,0,15,7/18/2014 0:00,H,U,1,75,2,0
10/1/2014 0:00,10896,C,23,2,P,10/20/2014 0:00,0,10,4/30/2014 0:00,H,U,1,154,5,0
10/1/2014 0:00,11494,C,23,2,P,10/20/2014 0:00,0,10,9/15/2014 0:00,H,U,1,16,0,1
10/1/2014 0:00,11218,D,26,2,P,10/20/2014 0:00,0,11,6/6/2014 0:00,H,U,1,117,3,0
10/1/2014 0:00,13334,C,31,2,P,10/20/2014 0:00,0,15,9/24/2014 0:00,H,U,2,7,0,1
10/1/2014 0:00,21904,C,17,2,P,10/20/2014 0:00,0,10,8/20/2014 0:00,H,U,1,42,1,0
10/1/2014 0:00,10842,C,37,5,P,10/20/2014 0:00,0,10,7/10/2014 0:00,H,U,2,83,2,0
10/1/2014 0:00,31990,C,17,3,P,10/20/2014 0:00,0,1,8/20/2014 0:00,H,V,1,42,1,0
10/1/2014 0:00,11350,D,48,6,P,10/20/2014 0:00,0,10,7/10/2014 0:00,H,V,2,83,2,0
10/1/2014 0:00,30930,D,37,6,P,10/20/2014 0:00,1,21,10/15/2014 0:00,H,V,2,14,0,1
10/1/2014 0:00,11980,C,21,4,P,10/20/2014 0:00,1,10,10/11/2014 0:00,H,V,1,10,0,1
10/1/2014 0:00,32430,C,20,1,P,10/19/2014 0:00,0,9,9/13/2014 0:00,H,V,1,18,0,1
10/1/2014 0:00,23026,D,20,1,P,10/19/2014 0:00,0,17,6/12/2013 0:00,H,V,1,476,15,0
10/1/2014 0:00,30780,D,20,1,P,10/19/2014 0:00,0,19,11/15/2012 0:00,H,V,1,685,22,0
10/1/2014 0:00,27004,D,20,1,P,10/19/2014 0:00,0,5,7/31/2014 0:00,H,V,1,62,2,0
10/1/2014 0:00,26650,C,19,1,P,10/19/2014 0:00,0,5,6/12/2014 0:00,H,V,1,111,3,0
10/1/2014 0:00,31020,D,21,1,P,10/19/2014 0:00,0,17,8/8/2014 0:00,H,V,1,54,1,0
10/1/2014 0:00,18188,C,22,1,P,10/19/2014 0:00,0,18,9/14/2010 0:00,H,V,1,1478,49,0
10/1/2014 0:00,26382,C,24,1,P,10/19/2014 0:00,1,18,10/7/2014 0:00,H,V,1,6,0,1
10/1/2014 0:00,16302,D,25,1,P,10/19/2014 0:00,0,13,9/25/2014 0:00,H,V,1,6,0,1
10/1/2014 0:00,31924,D,34,1,P,10/19/2014 0:00,0,6,7/22/2000 0:00,H,V,2,5184,172,0
10/1/2014 0:00,25052,D,41,1,P,10/19/2014 0:00,0,14,4/26/2012 0:00,H,V,2,888,29,0
10/1/2014 0:00,5948,D,52,1,P,10/19/2014 0:00,1,8,10/1/2014 0:00,H,V,3,0,-1,1
10/1/2014 0:00,6688,D,58,1,P,10/19/2014 0:00,1,3,10/3/2014 0:00,H,V,3,2,0,1
10/1/2014 0:00,5046,D,40,1,P,10/19/2014 0:00,0,9,8/13/2014 0:00,H,V,2,49,1,0
10/1/2014 0:00,4314,D,57,1,P,10/19/2014 0:00,0,10,9/24/2014 0:00,H,V,3,7,0,1
10/1/2014 0:00,2802,D,39,1,P,10/19/2014 0:00,1,8,10/9/2014 0:00,H,V,2,8,0,1
10/1/2014 0:00,8838,C,25,1,P,10/19/2014 0:00,0,6,9/15/2014 0:00,H,V,1,16,0,1
10/1/2014 0:00,32580,C,17,1,P,10/19/2014 0:00,0,24,8/7/2014 0:00,H,V,1,55,1,0
10/1/2014 0:00,25998,C,30,1,P,10/19/2014 0:00,0,18,10/24/2013 0:00,H,V,2,342,11,0
10/1/2014 0:00,30112,C,43,1,P,10/19/2014 0:00,0,13,10/30/2013 0:00,H,V,2,336,11,0
10/1/2014 0:00,6122,C,40,1,P,10/19/2014 0:00,0,2,7/11/2014 0:00,H,V,2,82,2,0
10/1/2014 0:00,27414,C,60,1,P,10/19/2014 0:00,0,9,8/6/2014 0:00,H,V,3,56,1,0
10/1/2014 0:00,16650,C,16,1,P,10/19/2014 0:00,1,19,10/10/2014 0:00,H,V,1,9,0,1
10/1/2014 0:00,27086,C,68,1,P,10/19/2014 0:00,0,14,3/5/2010 0:00,H,V,3,1671,55,0
10/1/2014 0:00,21536,D,21,1,F,10/19/2014 0:00,0,21,6/26/2014 0:00,H,V,1,97,3,0
10/1/2014 0:00,28646,D,31,1,F,10/19/2014 0:00,0,11,7/7/2009 0:00,H,V,2,1912,63,0
10/1/2014 0:00,23122,D,56,1,F,10/19/2014 0:00,0,12,10/6/1996 0:00,H,V,3,6569,218,0
10/1/2014 0:00,21512,D,26,1,P,10/19/2014 0:00,0,21,8/14/2014 0:00,H,U,1,48,1,0
10/1/2014 0:00,14554,D,57,1,P,10/19/2014 0:00,1,16,10/1/2014 0:00,H,U,3,0,-1,1
10/1/2014 0:00,14386,D,64,1,P,10/19/2014 0:00,1,21,10/8/2014 0:00,H,U,3,7,0,1
10/1/2014 0:00,13138,C,22,1,F,10/19/2014 0:00,0,4,9/24/2014 0:00,H,U,1,7,0,1
10/1/2014 0:00,30940,D,19,2,P,10/19/2014 0:00,0,19,9/17/2014 0:00,H,V,1,14,0,1
10/1/2014 0:00,12512,D,19,2,P,10/19/2014 0:00,0,12,9/10/2014 0:00,H,V,1,21,0,1
10/1/2014 0:00,3758,D,21,2,P,10/19/2014 0:00,0,11,9/16/2014 0:00,H,V,1,15,0,1
10/1/2014 0:00,32176,D,18,2,P,10/19/2014 0:00,0,3,8/12/2014 0:00,H,V,1,50,1,0
10/1/2014 0:00,3490,D,46,2,P,10/19/2014 0:00,0,7,8/27/2014 0:00,H,V,2,35,1,1
10/1/2014 0:00,11732,D,22,2,P,10/19/2014 0:00,0,10,8/28/2014 0:00,H,U,1,34,1,1
10/1/2014 0:00,17312,C,23,2,P,10/19/2014 0:00,0,15,5/29/2014 0:00,H,U,1,125,4,0
10/1/2014 0:00,21164,D,25,2,P,10/19/2014 0:00,0,15,6/12/2014 0:00,H,U,1,111,3,0
10/1/2014 0:00,14264,C,23,4,P,10/19/2014 0:00,0,14,8/21/2014 0:00,H,U,1,41,1,1
10/1/2014 0:00,14486,D,18,6,P,10/19/2014 0:00,0,21,9/17/2014 0:00,H,U,1,14,0,1
10/1/2014 0:00,2120,C,21,3,P,10/19/2014 0:00,0,8,7/9/2014 0:00,H,V,1,84,2,0
10/1/2014 0:00,16632,C,20,3,P,10/19/2014 0:00,0,24,9/4/2014 0:00,H,V,1,27,0,1
10/1/2014 0:00,26842,C,23,3,P,10/19/2014 0:00,0,10,7/25/2014 0:00,H,V,1,68,2,0
10/1/2014 0:00,26948,D,23,3,P,10/19/2014 0:00,0,23,9/13/2014 0:00,H,V,1,18,0,1
10/1/2014 0:00,19440,D,24,3,P,10/19/2014 0:00,0,15,7/25/2014 0:00,H,V,1,68,2,0
10/1/2014 0:00,3804,D,19,6,P,10/19/2014 0:00,0,10,9/13/2014 0:00,H,V,1,18,0,1
10/1/2014 0:00,7900,D,20,1,P,10/18/2014 0:00,0,5,9/10/2014 0:00,H,V,1,21,0,1
10/1/2014 0:00,5642,C,19,1,P,10/18/2014 0:00,1,9,10/16/2014 0:00,H,V,1,15,0,1
10/1/2014 0:00,25004,C,19,1,P,10/18/2014 0:00,0,20,4/14/2012 0:00,H,V,1,900,29,0
10/1/2014 0:00,9360,C,21,1,P,10/18/2014 0:00,1,2,10/8/2014 0:00,H,V,1,7,0,1
10/1/2014 0:00,4578,C,22,1,P,10/18/2014 0:00,0,12,5/7/2014 0:00,H,V,1,147,4,0
10/1/2014 0:00,6038,C,22,1,P,10/18/2014 0:00,0,6,11/19/2013 0:00,H,V,1,316,10,0
10/1/2014 0:00,4406,C,23,1,P,10/18/2014 0:00,0,10,7/11/2013 0:00,H,V,1,447,14,0
10/1/2014 0:00,4956,D,18,1,P,10/18/2014 0:00,0,11,6/12/2014 0:00,H,V,1,111,3,0
10/1/2014 0:00,31122,D,26,1,P,10/18/2014 0:00,0,21,4/24/2014 0:00,H,V,1,160,5,0
10/1/2014 0:00,3026,D,56,1,P,10/18/2014 0:00,1,7,10/16/2014 0:00,H,V,3,15,0,1
10/1/2014 0:00,3004,D,37,1,P,10/18/2014 0:00,1,5,10/1/2014 0:00,H,V,2,0,-1,1
10/1/2014 0:00,23686,D,62,1,P,10/18/2014 0:00,0,10,6/16/1989 0:00,H,V,3,9238,307,0
10/1/2014 0:00,15998,D,33,1,P,10/18/2014 0:00,0,13,9/12/2014 0:00,H,V,2,19,0,1
10/1/2014 0:00,2460,D,43,1,P,10/18/2014 0:00,0,8,8/13/2014 0:00,H,V,2,49,1,0
10/1/2014 0:00,4190,D,37,1,P,10/18/2014 0:00,0,9,12/13/2013 0:00,H,V,2,292,9,0
10/1/2014 0:00,22870,D,71,1,P,10/18/2014 0:00,0,18,7/12/2005 0:00,H,V,3,3368,112,0
10/1/2014 0:00,29364,D,29,1,P,10/18/2014 0:00,0,16,11/1/2013 0:00,H,V,1,334,11,0
10/1/2014 0:00,31164,D,29,1,P,10/18/2014 0:00,0,18,9/19/2012 0:00,H,V,1,742,24,0
10/1/2014 0:00,25146,C,25,1,P,10/18/2014 0:00,0,16,6/20/2014 0:00,H,V,1,103,3,0
10/1/2014 0:00,27538,C,26,1,P,10/18/2014 0:00,0,22,4/2/2013 0:00,H,V,1,547,18,0
10/1/2014 0:00,32606,C,17,1,P,10/18/2014 0:00,1,10,10/8/2014 0:00,H,V,1,7,0,1
10/1/2014 0:00,29166,C,33,1,P,10/18/2014 0:00,1,18,10/8/2014 0:00,H,V,2,7,0,1
10/1/2014 0:00,33010,D,45,1,F,10/18/2014 0:00,0,4,1/8/2008 0:00,H,V,2,2458,81,0
10/1/2014 0:00,25920,C,24,1,F,10/18/2014 0:00,0,17,9/22/2009 0:00,H,V,1,1835,61,0
10/1/2014 0:00,24760,C,27,1,F,10/18/2014 0:00,0,14,6/15/2010 0:00,H,V,1,1569,52,0
10/1/2014 0:00,30264,C,20,1,F,10/18/2014 0:00,0,21,10/7/2010 0:00,H,V,1,1455,48,0
10/1/2014 0:00,33688,C,64,1,F,10/18/2014 0:00,0,97,10/16/1979 0:00,S,V,3,12769,425,0
10/1/2014 0:00,33428,C,38,1,F,10/18/2014 0:00,0,20,11/21/2008 0:00,S,V,2,2140,71,0
10/1/2014 0:00,33376,C,55,1,F,10/18/2014 0:00,0,8,7/22/1993 0:00,S,V,3,7741,258,0
10/1/2014 0:00,22252,D,51,1,F,10/18/2014 0:00,0,9,3/4/2014 0:00,S,V,3,211,7,0
10/1/2014 0:00,10082,C,19,1,P,10/18/2014 0:00,0,3,6/26/2014 0:00,H,U,1,97,3,0
10/1/2014 0:00,8610,C,19,1,P,10/18/2014 0:00,0,5,7/25/2014 0:00,H,U,1,68,2,0
10/1/2014 0:00,8784,D,19,1,P,10/18/2014 0:00,0,6,8/6/2014 0:00,H,U,1,56,1,0
10/1/2014 0:00,20854,D,21,1,P,10/18/2014 0:00,0,22,5/30/2014 0:00,H,U,1,124,4,0
10/1/2014 0:00,13332,D,17,1,P,10/18/2014 0:00,1,20,10/15/2014 0:00,H,U,1,14,0,1
10/1/2014 0:00,13776,D,46,1,P,10/18/2014 0:00,0,22,9/24/2014 0:00,H,U,2,7,0,1
10/1/2014 0:00,19902,D,37,1,P,10/18/2014 0:00,0,17,5/1/2014 0:00,H,U,2,153,5,0
10/1/2014 0:00,18950,C,28,1,P,10/18/2014 0:00,0,24,7/19/2014 0:00,H,U,1,74,2,0
10/1/2014 0:00,8374,C,48,1,P,10/18/2014 0:00,0,5,4/3/2013 0:00,H,U,2,546,18,0
10/1/2014 0:00,8014,C,51,1,P,10/18/2014 0:00,0,7,8/13/2014 0:00,H,U,3,49,1,0
10/1/2014 0:00,5116,D,20,2,P,10/18/2014 0:00,0,12,7/10/2013 0:00,H,V,1,448,14,0
10/1/2014 0:00,12730,D,20,2,P,10/18/2014 0:00,1,9,10/2/2014 0:00,H,V,1,1,0,1
10/1/2014 0:00,3986,C,19,2,P,10/18/2014 0:00,0,11,8/7/2014 0:00,H,V,1,55,1,0
10/1/2014 0:00,12274,D,22,2,P,10/18/2014 0:00,1,10,10/11/2014 0:00,H,V,1,10,0,1
10/1/2014 0:00,28404,C,23,2,P,10/18/2014 0:00,0,22,8/9/2013 0:00,H,V,1,418,13,0
10/1/2014 0:00,15530,D,26,2,P,10/18/2014 0:00,0,15,9/10/2014 0:00,H,V,1,21,0,1
10/1/2014 0:00,23838,D,16,2,P,10/18/2014 0:00,1,15,10/17/2014 0:00,H,V,1,16,0,1
10/1/2014 0:00,1532,D,30,2,P,10/18/2014 0:00,0,3,7/8/2014 0:00,H,V,2,85,2,0
10/1/2014 0:00,24698,D,33,2,P,10/18/2014 0:00,0,11,6/26/2014 0:00,H,V,2,97,3,0
10/1/2014 0:00,15696,C,29,2,P,10/18/2014 0:00,1,13,10/2/2014 0:00,H,V,1,1,0,1
10/1/2014 0:00,23424,D,55,2,F,10/18/2014 0:00,0,12,4/13/1984 0:00,H,V,3,11128,370,0
10/1/2014 0:00,25082,C,22,2,F,10/18/2014 0:00,0,20,6/28/2011 0:00,H,V,1,1191,39,0
10/1/2014 0:00,8934,C,19,2,P,10/18/2014 0:00,0,2,8/16/2014 0:00,H,U,1,46,1,0
10/1/2014 0:00,14622,C,22,2,P,10/18/2014 0:00,0,22,9/17/2014 0:00,H,U,1,14,0,1
10/1/2014 0:00,11526,C,27,2,P,10/18/2014 0:00,0,10,7/24/2014 0:00,H,U,1,69,2,0
10/1/2014 0:00,14244,D,34,6,P,10/18/2014 0:00,0,22,9/24/2014 0:00,H,U,2,7,0,1
10/1/2014 0:00,13514,C,39,6,P,10/18/2014 0:00,1,17,10/17/2014 0:00,H,U,2,16,0,1
10/1/2014 0:00,6998,C,24,6,P,10/18/2014 0:00,0,12,8/29/2014 0:00,H,U,1,33,1,1
10/1/2014 0:00,14058,C,20,3,P,10/18/2014 0:00,0,24,8/22/2014 0:00,H,U,1,40,1,1
10/1/2014 0:00,30220,C,20,3,P,10/18/2014 0:00,0,19,7/10/2014 0:00,H,V,1,83,2,0
10/1/2014 0:00,15076,C,50,3,P,10/18/2014 0:00,0,18,8/22/2014 0:00,H,V,3,40,1,1
10/1/2014 0:00,4580,D,23,6,P,10/18/2014 0:00,0,12,9/11/2014 0:00,H,V,1,20,0,1
10/1/2014 0:00,22572,D,26,6,P,10/18/2014 0:00,1,13,10/9/2014 0:00,H,V,1,8,0,1
10/1/2014 0:00,8078,C,20,5,P,10/18/2014 0:00,1,7,10/1/2014 0:00,H,V,1,0,-1,1
10/1/2014 0:00,8626,C,20,1,P,10/17/2014 0:00,0,5,8/28/2014 0:00,H,V,1,34,1,1
10/1/2014 0:00,20138,C,19,1,P,10/17/2014 0:00,0,21,9/20/2014 0:00,H,V,1,11,0,1
10/1/2014 0:00,28146,D,19,1,P,10/17/2014 0:00,0,17,6/12/2014 0:00,H,V,1,111,3,0
10/1/2014 0:00,30380,D,21,1,P,10/17/2014 0:00,0,19,9/23/2014 0:00,H,V,1,8,0,1
10/1/2014 0:00,27034,D,21,1,P,10/17/2014 0:00,0,17,9/5/2014 0:00,H,V,1,26,0,1
10/1/2014 0:00,6336,D,22,1,P,10/17/2014 0:00,0,4,8/6/2014 0:00,H,V,1,56,1,0
10/1/2014 0:00,16906,D,22,1,P,10/17/2014 0:00,0,15,4/3/2014 0:00,H,V,1,181,6,0
10/1/2014 0:00,25944,C,23,1,P,10/17/2014 0:00,0,17,11/20/2011 0:00,H,V,1,1046,34,0
10/1/2014 0:00,9204,C,18,1,P,10/17/2014 0:00,0,2,9/25/2014 0:00,H,V,1,6,0,1
10/1/2014 0:00,666,C,18,1,P,10/17/2014 0:00,1,1,10/9/2014 0:00,H,V,1,8,0,1
10/1/2014 0:00,12394,D,18,1,P,10/17/2014 0:00,1,9,10/8/2014 0:00,H,V,1,7,0,1
10/1/2014 0:00,24868,D,25,1,P,10/17/2014 0:00,0,7,6/24/2014 0:00,H,V,1,99,3,0
10/1/2014 0:00,27444,D,25,1,P,10/17/2014 0:00,0,94,10/27/2013 0:00,H,V,1,339,11,0
10/1/2014 0:00,18226,D,26,1,P,10/17/2014 0:00,0,23,7/25/2014 0:00,H,V,1,68,2,0
10/1/2014 0:00,25006,D,53,1,P,10/17/2014 0:00,1,15,10/9/2014 0:00,H,V,3,8,0,1
10/1/2014 0:00,15648,D,35,1,P,10/17/2014 0:00,0,22,9/16/2014 0:00,H,V,2,15,0,1
10/1/2014 0:00,11828,D,33,1,P,10/17/2014 0:00,0,12,9/10/2014 0:00,H,V,2,21,0,1
10/1/2014 0:00,8822,D,45,1,P,10/17/2014 0:00,0,6,12/28/2012 0:00,H,V,2,642,21,0
10/1/2014 0:00,29404,D,32,1,P,10/17/2014 0:00,0,24,10/8/2013 0:00,H,V,2,358,11,0
10/1/2014 0:00,28446,D,64,1,P,10/17/2014 0:00,0,19,10/4/2006 0:00,H,V,3,2919,97,0
10/1/2014 0:00,29702,D,54,1,P,10/17/2014 0:00,0,14,3/5/2010 0:00,H,V,3,1671,55,0
10/1/2014 0:00,27842,D,55,1,P,10/17/2014 0:00,0,13,6/20/2014 0:00,H,V,3,103,3,0
10/1/2014 0:00,11762,C,63,1,P,10/17/2014 0:00,0,9,9/24/2014 0:00,H,V,3,7,0,1
10/1/2014 0:00,6736,C,37,1,P,10/17/2014 0:00,0,2,9/27/2013 0:00,H,V,2,369,12,0
10/1/2014 0:00,24272,D,58,1,F,10/17/2014 0:00,0,21,10/7/2003 0:00,H,V,3,4012,133,0
10/1/2014 0:00,18046,C,22,1,F,10/17/2014 0:00,0,17,4/17/2014 0:00,H,V,1,167,5,0
10/1/2014 0:00,33586,C,57,1,F,10/17/2014 0:00,0,14,6/25/2008 0:00,S,V,3,2289,76,0
10/1/2014 0:00,13182,D,20,1,P,10/17/2014 0:00,0,9,9/17/2014 0:00,H,U,1,14,0,1
10/1/2014 0:00,11472,D,19,1,P,10/17/2014 0:00,0,11,9/4/2014 0:00,H,U,1,27,0,1
10/1/2014 0:00,12034,D,19,1,P,10/17/2014 0:00,0,12,8/20/2014 0:00,H,U,1,42,1,1
10/1/2014 0:00,8820,C,21,1,P,10/17/2014 0:00,0,6,8/8/2014 0:00,H,U,1,54,1,0
10/1/2014 0:00,21362,D,22,1,P,10/17/2014 0:00,0,17,7/3/2014 0:00,H,U,1,90,2,0
10/1/2014 0:00,11662,D,35,1,P,10/17/2014 0:00,0,9,8/21/2014 0:00,H,U,2,41,1,1
10/1/2014 0:00,11590,D,27,1,P,10/17/2014 0:00,0,10,7/23/2014 0:00,H,U,1,70,2,0
10/1/2014 0:00,17104,D,34,1,P,10/17/2014 0:00,0,23,9/4/2014 0:00,H,U,2,27,0,1
10/1/2014 0:00,28046,C,19,2,P,10/17/2014 0:00,1,22,10/15/2014 0:00,H,V,1,14,0,1
10/1/2014 0:00,1616,D,19,2,P,10/17/2014 0:00,1,3,10/10/2014 0:00,H,V,1,9,0,1
10/1/2014 0:00,22886,D,21,2,P,10/17/2014 0:00,0,13,8/13/2014 0:00,H,V,1,49,1,0
10/1/2014 0:00,26908,C,21,2,P,10/17/2014 0:00,0,23,8/27/2014 0:00,H,V,1,35,1,1
10/1/2014 0:00,8090,D,22,2,P,10/17/2014 0:00,1,7,10/10/2014 0:00,H,V,1,9,0,1
10/1/2014 0:00,3978,D,22,2,P,10/17/2014 0:00,1,11,10/10/2014 0:00,H,V,1,9,0,1
10/1/2014 0:00,11840,C,23,2,P,10/17/2014 0:00,0,11,9/18/2014 0:00,H,V,1,13,0,1
10/1/2014 0:00,29642,C,18,2,P,10/17/2014 0:00,0,14,9/5/2014 0:00,H,V,1,26,0,1
10/1/2014 0:00,25864,D,55,2,P,10/17/2014 0:00,0,18,5/7/2014 0:00,H,V,3,147,4,0
